Questions,Retrieved Tag,Retrieved Name,Retrieved Index
Which direction is bedroom door_1 located relative to the player?,bedroom door,bedroom door_1,"['bedroom door', 'bedroom door_1']"
Can you provide the location of bedside table_1?,bedside table,bedside table_1,"['bedside table', 'bedside table_1']"
Can bedside table_1 be interacted with?,bedside table,bedside table_1,"['bedside table', 'bedside table_1']"
What kind of material is bedside table_1 made of?,bedside table,bedside table_1,"['bedside table', 'bedside table_1']"
Could you describe the color of bedside table_1?,bedside table,bedside table_1,"['bedside table', 'bedside table_1']"
How far is bedside table_1 from the player?,bedside table,bedside table_1,"['bedside table', 'bedside table_1']"
Which direction is bedside table_1 located relative to the player?,bedside table,bedside table_1,"['bedside table', 'bedside table_1']"
Can you provide the location of courtyard door_1?,courtyard door,courtyard door_1,"['courtyard door', 'courtyard door_1']"
Can courtyard door_1 be interacted with?,courtyard door,courtyard door_1,"['courtyard door', 'courtyard door_1']"
What kind of material is courtyard door_1 made of?,courtyard door,courtyard door_1,"['courtyard door', 'courtyard door_1']"
Could you describe the color of courtyard door_1?,courtyard door,courtyard door_1,"['courtyard door', 'courtyard door_1']"
How far is courtyard door_1 from the player?,courtyard door,courtyard door_1,"['courtyard door', 'courtyard door_1']"
Which direction is courtyard door_1 located relative to the player?,courtyard door,courtyard door_1,"['courtyard door', 'courtyard door_1']"
Can you provide the location of courtyard door_2?,courtyard door,courtyard door_2,"['courtyard door', 'courtyard door_2']"
Can courtyard door_2 be interacted with?,courtyard door,courtyard door_2,"['courtyard door', 'courtyard door_2']"
What kind of material is courtyard door_2 made of?,courtyard door,courtyard door_2,"['courtyard door', 'courtyard door_2']"
Could you describe the color of courtyard door_2?,courtyard door,courtyard door_2,"['courtyard door', 'courtyard door_2']"
How far is courtyard door_2 from the player?,courtyard door,courtyard door_2,"['courtyard door', 'courtyard door_2']"
Which direction is courtyard door_2 located relative to the player?,courtyard door,courtyard door_2,"['courtyard door', 'courtyard door_2']"
Can you provide the location of courtyard door_3?,courtyard door,courtyard door_3,"['courtyard door', 'courtyard door_3']"
Can courtyard door_3 be interacted with?,courtyard door,courtyard door_3,"['courtyard door', 'courtyard door_3']"
What kind of material is courtyard door_3 made of?,courtyard door,courtyard door_3,"['courtyard door', 'courtyard door_3']"
Could you describe the color of courtyard door_3?,courtyard door,courtyard door_3,"['courtyard door', 'courtyard door_3']"
How far is courtyard door_3 from the player?,courtyard door,courtyard door_3,"['courtyard door', 'courtyard door_3']"
Which direction is courtyard door_3 located relative to the player?,courtyard door,courtyard door_3,"['courtyard door', 'courtyard door_3']"
Can you provide the location of courtyard stair_1?,courtyard stair,courtyard stair_1,"['courtyard stair', 'courtyard stair_1']"
Can courtyard stair_1 be interacted with?,courtyard stair,courtyard stair_1,"['courtyard stair', 'courtyard stair_1']"
What kind of material is courtyard stair_1 made of?,courtyard stair,courtyard stair_1,"['courtyard stair', 'courtyard stair_1']"
Could you describe the color of courtyard stair_1?,courtyard stair,courtyard stair_1,"['courtyard stair', 'courtyard stair_1']"
How far is courtyard stair_1 from the player?,courtyard stair,courtyard stair_1,"['courtyard stair', 'courtyard stair_1']"
Which direction is courtyard stair_1 located relative to the player?,courtyard stair,courtyard stair_1,"['courtyard stair', 'courtyard stair_1']"
Can you provide the location of hemnes drawer_1?,hemnes drawer,hemnes drawer_1,"['hemnes drawer', 'hemnes drawer_1']"
Can hemnes drawer_1 be interacted with?,hemnes drawer,hemnes drawer_1,"['hemnes drawer', 'hemnes drawer_1']"
What kind of material is hemnes drawer_1 made of?,hemnes drawer,hemnes drawer_1,"['hemnes drawer', 'hemnes drawer_1']"
Could you describe the color of hemnes drawer_1?,hemnes drawer,hemnes drawer_1,"['hemnes drawer', 'hemnes drawer_1']"
How far is hemnes drawer_1 from the player?,hemnes drawer,hemnes drawer_1,"['hemnes drawer', 'hemnes drawer_1']"
Which direction is hemnes drawer_1 located relative to the player?,hemnes drawer,hemnes drawer_1,"['hemnes drawer', 'hemnes drawer_1']"
Can you provide the location of hemnes drawer_2?,hemnes drawer,hemnes drawer_2,"['hemnes drawer', 'hemnes drawer_2']"
Can hemnes drawer_2 be interacted with?,hemnes drawer,hemnes drawer_2,"['hemnes drawer', 'hemnes drawer_2']"
What kind of material is hemnes drawer_2 made of?,hemnes drawer,hemnes drawer_2,"['hemnes drawer', 'hemnes drawer_2']"
Could you describe the color of hemnes drawer_2?,hemnes drawer,hemnes drawer_2,"['hemnes drawer', 'hemnes drawer_2']"
How far is hemnes drawer_2 from the player?,hemnes drawer,hemnes drawer_2,"['hemnes drawer', 'hemnes drawer_2']"
Which direction is hemnes drawer_2 located relative to the player?,hemnes drawer,hemnes drawer_2,"['hemnes drawer', 'hemnes drawer_2']"
Can you provide the location of hemnes shelf_1?,hemnes shelf,hemnes shelf_1,"['hemnes shelf', 'hemnes shelf_1']"
Can hemnes shelf_1 be interacted with?,hemnes shelf,hemnes shelf_1,"['hemnes shelf', 'hemnes shelf_1']"
What kind of material is hemnes shelf_1 made of?,hemnes shelf,hemnes shelf_1,"['hemnes shelf', 'hemnes shelf_1']"
Could you describe the color of hemnes shelf_1?,hemnes shelf,hemnes shelf_1,"['hemnes shelf', 'hemnes shelf_1']"
How far is hemnes shelf_1 from the player?,hemnes shelf,hemnes shelf_1,"['hemnes shelf', 'hemnes shelf_1']"
Which direction is hemnes shelf_1 located relative to the player?,hemnes shelf,hemnes shelf_1,"['hemnes shelf', 'hemnes shelf_1']"
Can you provide the location of ikea superfront_1?,ikea superfront,ikea superfront_1,"['ikea superfront', 'ikea superfront_1']"
Can ikea superfront_1 be interacted with?,ikea superfront,ikea superfront_1,"['ikea superfront', 'ikea superfront_1']"
What kind of material is ikea superfront_1 made of?,ikea superfront,ikea superfront_1,"['ikea superfront', 'ikea superfront_1']"
Could you describe the color of ikea superfront_1?,ikea superfront,ikea superfront_1,"['ikea superfront', 'ikea superfront_1']"
How far is ikea superfront_1 from the player?,ikea superfront,ikea superfront_1,"['ikea superfront', 'ikea superfront_1']"
Which direction is ikea superfront_1 located relative to the player?,ikea superfront,ikea superfront_1,"['ikea superfront', 'ikea superfront_1']"
Can you provide the location of ikea superfront mirror_1?,ikea superfront mirror,ikea superfront mirror_1,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Can ikea superfront mirror_1 be interacted with?,ikea superfront mirror,ikea superfront mirror_1,"['ikea superfront mirror', 'ikea superfront mirror_1']"
What kind of material is ikea superfront mirror_1 made of?,ikea superfront mirror,ikea superfront mirror_1,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Could you describe the color of ikea superfront mirror_1?,ikea superfront mirror,ikea superfront mirror_1,"['ikea superfront mirror', 'ikea superfront mirror_1']"
How far is ikea superfront mirror_1 from the player?,ikea superfront mirror,ikea superfront mirror_1,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Which direction is ikea superfront mirror_1 located relative to the player?,ikea superfront mirror,ikea superfront mirror_1,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Can you provide the location of kitchen_1?,kitchen,kitchen_1,"['kitchen', 'kitchen_1']"
Can kitchen_1 be interacted with?,kitchen,kitchen_1,"['kitchen', 'kitchen_1']"
What kind of material is kitchen_1 made of?,kitchen,kitchen_1,"['kitchen', 'kitchen_1']"
Could you describe the color of kitchen_1?,kitchen,kitchen_1,"['kitchen', 'kitchen_1']"
How far is kitchen_1 from the player?,kitchen,kitchen_1,"['kitchen', 'kitchen_1']"
Which direction is kitchen_1 located relative to the player?,kitchen,kitchen_1,"['kitchen', 'kitchen_1']"
Can you provide the location of kitchen accessory_1?,kitchen accessory,kitchen accessory_1,"['kitchen accessory', 'kitchen accessory_1']"
Can kitchen accessory_1 be interacted with?,kitchen accessory,kitchen accessory_1,"['kitchen accessory', 'kitchen accessory_1']"
What kind of material is kitchen accessory_1 made of?,kitchen accessory,kitchen accessory_1,"['kitchen accessory', 'kitchen accessory_1']"
Could you describe the color of kitchen accessory_1?,kitchen accessory,kitchen accessory_1,"['kitchen accessory', 'kitchen accessory_1']"
How far is kitchen accessory_1 from the player?,kitchen accessory,kitchen accessory_1,"['kitchen accessory', 'kitchen accessory_1']"
Which direction is kitchen accessory_1 located relative to the player?,kitchen accessory,kitchen accessory_1,"['kitchen accessory', 'kitchen accessory_1']"
Can you provide the location of kitchen hood_1?,kitchen hood,kitchen hood_1,"['kitchen hood', 'kitchen hood_1']"
Can kitchen hood_1 be interacted with?,kitchen hood,kitchen hood_1,"['kitchen hood', 'kitchen hood_1']"
What kind of material is kitchen hood_1 made of?,kitchen hood,kitchen hood_1,"['kitchen hood', 'kitchen hood_1']"
Could you describe the color of kitchen hood_1?,kitchen hood,kitchen hood_1,"['kitchen hood', 'kitchen hood_1']"
How far is kitchen hood_1 from the player?,kitchen hood,kitchen hood_1,"['kitchen hood', 'kitchen hood_1']"
Which direction is kitchen hood_1 located relative to the player?,kitchen hood,kitchen hood_1,"['kitchen hood', 'kitchen hood_1']"
Can you provide the location of knod_1?,knod,knod_1,"['knod', 'knod_1']"
Can knod_1 be interacted with?,knod,knod_1,"['knod', 'knod_1']"
What kind of material is knod_1 made of?,knod,knod_1,"['knod', 'knod_1']"
Could you describe the color of knod_1?,knod,knod_1,"['knod', 'knod_1']"
How far is knod_1 from the player?,knod,knod_1,"['knod', 'knod_1']"
Which direction is knod_1 located relative to the player?,knod,knod_1,"['knod', 'knod_1']"
Can you provide the location of knod_2?,knod,knod_2,"['knod', 'knod_2']"
Can knod_2 be interacted with?,knod,knod_2,"['knod', 'knod_2']"
What kind of material is knod_2 made of?,knod,knod_2,"['knod', 'knod_2']"
Could you describe the color of knod_2?,knod,knod_2,"['knod', 'knod_2']"
How far is knod_2 from the player?,knod,knod_2,"['knod', 'knod_2']"
Which direction is knod_2 located relative to the player?,knod,knod_2,"['knod', 'knod_2']"
Can you provide the location of low round table_1?,low round table,low round table_1,"['low round table', 'low round table_1']"
Can low round table_1 be interacted with?,low round table,low round table_1,"['low round table', 'low round table_1']"
What kind of material is low round table_1 made of?,low round table,low round table_1,"['low round table', 'low round table_1']"
Could you describe the color of low round table_1?,low round table,low round table_1,"['low round table', 'low round table_1']"
How far is low round table_1 from the player?,low round table,low round table_1,"['low round table', 'low round table_1']"
Which direction is low round table_1 located relative to the player?,low round table,low round table_1,"['low round table', 'low round table_1']"
Can you provide the location of mac_1?,mac,mac_1,"['mac', 'mac_1']"
Can mac_1 be interacted with?,mac,mac_1,"['mac', 'mac_1']"
What kind of material is mac_1 made of?,mac,mac_1,"['mac', 'mac_1']"
Could you describe the color of mac_1?,mac,mac_1,"['mac', 'mac_1']"
How far is mac_1 from the player?,mac,mac_1,"['mac', 'mac_1']"
Which direction is mac_1 located relative to the player?,mac,mac_1,"['mac', 'mac_1']"
Can you provide the location of mac keyboard_1?,mac keyboard,mac keyboard_1,"['mac keyboard', 'mac keyboard_1']"
Can mac keyboard_1 be interacted with?,mac keyboard,mac keyboard_1,"['mac keyboard', 'mac keyboard_1']"
What kind of material is mac keyboard_1 made of?,mac keyboard,mac keyboard_1,"['mac keyboard', 'mac keyboard_1']"
Could you describe the color of mac keyboard_1?,mac keyboard,mac keyboard_1,"['mac keyboard', 'mac keyboard_1']"
How far is mac keyboard_1 from the player?,mac keyboard,mac keyboard_1,"['mac keyboard', 'mac keyboard_1']"
Which direction is mac keyboard_1 located relative to the player?,mac keyboard,mac keyboard_1,"['mac keyboard', 'mac keyboard_1']"
Can you provide the location of mac mouse_1?,mac mouse,mac mouse_1,"['mac mouse', 'mac mouse_1']"
Can mac mouse_1 be interacted with?,mac mouse,mac mouse_1,"['mac mouse', 'mac mouse_1']"
What kind of material is mac mouse_1 made of?,mac mouse,mac mouse_1,"['mac mouse', 'mac mouse_1']"
Could you describe the color of mac mouse_1?,mac mouse,mac mouse_1,"['mac mouse', 'mac mouse_1']"
How far is mac mouse_1 from the player?,mac mouse,mac mouse_1,"['mac mouse', 'mac mouse_1']"
Which direction is mac mouse_1 located relative to the player?,mac mouse,mac mouse_1,"['mac mouse', 'mac mouse_1']"
Can you provide the location of mirror_1?,mirror,mirror_1,"['mirror', 'mirror_1']"
Can mirror_1 be interacted with?,mirror,mirror_1,"['mirror', 'mirror_1']"
What kind of material is mirror_1 made of?,mirror,mirror_1,"['mirror', 'mirror_1']"
Could you describe the color of mirror_1?,mirror,mirror_1,"['mirror', 'mirror_1']"
How far is mirror_1 from the player?,mirror,mirror_1,"['mirror', 'mirror_1']"
Which direction is mirror_1 located relative to the player?,mirror,mirror_1,"['mirror', 'mirror_1']"
Can you provide the location of relax room door_1?,relax room door,relax room door_1,"['relax room door', 'relax room door_1']"
Can relax room door_1 be interacted with?,relax room door,relax room door_1,"['relax room door', 'relax room door_1']"
What kind of material is relax room door_1 made of?,relax room door,relax room door_1,"['relax room door', 'relax room door_1']"
Could you describe the color of relax room door_1?,relax room door,relax room door_1,"['relax room door', 'relax room door_1']"
How far is relax room door_1 from the player?,relax room door,relax room door_1,"['relax room door', 'relax room door_1']"
Which direction is relax room door_1 located relative to the player?,relax room door,relax room door_1,"['relax room door', 'relax room door_1']"
Can you provide the location of selia_1?,selia,selia_1,"['selia', 'selia_1']"
Can selia_1 be interacted with?,selia,selia_1,"['selia', 'selia_1']"
What kind of material is selia_1 made of?,selia,selia_1,"['selia', 'selia_1']"
Could you describe the color of selia_1?,selia,selia_1,"['selia', 'selia_1']"
How far is selia_1 from the player?,selia,selia_1,"['selia', 'selia_1']"
Which direction is selia_1 located relative to the player?,selia,selia_1,"['selia', 'selia_1']"
Can you provide the location of selia_2?,selia,selia_2,"['selia', 'selia_2']"
Can selia_2 be interacted with?,selia,selia_2,"['selia', 'selia_2']"
What kind of material is selia_2 made of?,selia,selia_2,"['selia', 'selia_2']"
Could you describe the color of selia_2?,selia,selia_2,"['selia', 'selia_2']"
How far is selia_2 from the player?,selia,selia_2,"['selia', 'selia_2']"
Which direction is selia_2 located relative to the player?,selia,selia_2,"['selia', 'selia_2']"
Can you provide the location of shower_1?,shower,shower_1,"['shower', 'shower_1']"
Can shower_1 be interacted with?,shower,shower_1,"['shower', 'shower_1']"
What kind of material is shower_1 made of?,shower,shower_1,"['shower', 'shower_1']"
Could you describe the color of shower_1?,shower,shower_1,"['shower', 'shower_1']"
How far is shower_1 from the player?,shower,shower_1,"['shower', 'shower_1']"
Which direction is shower_1 located relative to the player?,shower,shower_1,"['shower', 'shower_1']"
Can you provide the location of stair_1?,stair,stair_1,"['stair', 'stair_1']"
Can stair_1 be interacted with?,stair,stair_1,"['stair', 'stair_1']"
What kind of material is stair_1 made of?,stair,stair_1,"['stair', 'stair_1']"
Could you describe the color of stair_1?,stair,stair_1,"['stair', 'stair_1']"
How far is stair_1 from the player?,stair,stair_1,"['stair', 'stair_1']"
Which direction is stair_1 located relative to the player?,stair,stair_1,"['stair', 'stair_1']"
Can you provide the location of toilet_1?,toilet,toilet_1,"['toilet', 'toilet_1']"
Can toilet_1 be interacted with?,toilet,toilet_1,"['toilet', 'toilet_1']"
What kind of material is toilet_1 made of?,toilet,toilet_1,"['toilet', 'toilet_1']"
Could you describe the color of toilet_1?,toilet,toilet_1,"['toilet', 'toilet_1']"
How far is toilet_1 from the player?,toilet,toilet_1,"['toilet', 'toilet_1']"
Which direction is toilet_1 located relative to the player?,toilet,toilet_1,"['toilet', 'toilet_1']"
Can you provide the location of towel_1?,towel,towel_1,"['towel', 'towel_1']"
Can towel_1 be interacted with?,towel,towel_1,"['towel', 'towel_1']"
What kind of material is towel_1 made of?,towel,towel_1,"['towel', 'towel_1']"
Could you describe the color of towel_1?,towel,towel_1,"['towel', 'towel_1']"
How far is towel_1 from the player?,towel,towel_1,"['towel', 'towel_1']"
Which direction is towel_1 located relative to the player?,towel,towel_1,"['towel', 'towel_1']"
Can you provide the location of towel_2?,towel,towel_2,"['towel', 'towel_2']"
Can towel_2 be interacted with?,towel,towel_2,"['towel', 'towel_2']"
What kind of material is towel_2 made of?,towel,towel_2,"['towel', 'towel_2']"
Could you describe the color of towel_2?,towel,towel_2,"['towel', 'towel_2']"
How far is towel_2 from the player?,towel,towel_2,"['towel', 'towel_2']"
Which direction is towel_2 located relative to the player?,towel,towel_2,"['towel', 'towel_2']"
Can you provide the location of towel_3?,towel,towel_3,"['towel', 'towel_3']"
Can towel_3 be interacted with?,towel,towel_3,"['towel', 'towel_3']"
What kind of material is towel_3 made of?,towel,towel_3,"['towel', 'towel_3']"
Could you describe the color of towel_3?,towel,towel_3,"['towel', 'towel_3']"
How far is towel_3 from the player?,towel,towel_3,"['towel', 'towel_3']"
Which direction is towel_3 located relative to the player?,towel,towel_3,"['towel', 'towel_3']"
Can you provide the location of towel_4?,towel,towel_4,"['towel', 'towel_4']"
Can towel_4 be interacted with?,towel,towel_4,"['towel', 'towel_4']"
What kind of material is towel_4 made of?,towel,towel_4,"['towel', 'towel_4']"
Could you describe the color of towel_4?,towel,towel_4,"['towel', 'towel_4']"
How far is towel_4 from the player?,towel,towel_4,"['towel', 'towel_4']"
Which direction is towel_4 located relative to the player?,towel,towel_4,"['towel', 'towel_4']"
