Questions,Negative Retrieved Index
Can alseda_1 be interacted with?,"['bathroom door', 'bathroom door_1']"
Can alseda_1 be interacted with?,"['bedroom door', 'bedroom door_1']"
Can alseda_1 be interacted with?,"['bedside table', 'bedside table_1']"
Can alseda_1 be interacted with?,"['courtyard door', 'courtyard door_1']"
Can alseda_1 be interacted with?,"['courtyard door', 'courtyard door_2']"
Can alseda_1 be interacted with?,"['courtyard door', 'courtyard door_3']"
Can alseda_1 be interacted with?,"['courtyard stair', 'courtyard stair_1']"
Can alseda_1 be interacted with?,"['hemnes drawer', 'hemnes drawer_1']"
Can alseda_1 be interacted with?,"['hemnes drawer', 'hemnes drawer_2']"
Can alseda_1 be interacted with?,"['hemnes shelf', 'hemnes shelf_1']"
Can alseda_1 be interacted with?,"['ikea superfront', 'ikea superfront_1']"
Can alseda_1 be interacted with?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Can alseda_1 be interacted with?,"['kitchen', 'kitchen_1']"
Can alseda_1 be interacted with?,"['kitchen accessory', 'kitchen accessory_1']"
Can alseda_1 be interacted with?,"['kitchen hood', 'kitchen hood_1']"
Can alseda_1 be interacted with?,"['knod', 'knod_1']"
Can alseda_1 be interacted with?,"['knod', 'knod_2']"
Can alseda_1 be interacted with?,"['low round table', 'low round table_1']"
Can alseda_1 be interacted with?,"['mac', 'mac_1']"
Can alseda_1 be interacted with?,"['mac keyboard', 'mac keyboard_1']"
Can alseda_1 be interacted with?,"['mac mouse', 'mac mouse_1']"
Can alseda_1 be interacted with?,"['mirror', 'mirror_1']"
Can alseda_1 be interacted with?,"['relax room door', 'relax room door_1']"
Can alseda_1 be interacted with?,"['selia', 'selia_1']"
Can alseda_1 be interacted with?,"['selia', 'selia_2']"
Can alseda_1 be interacted with?,"['shower', 'shower_1']"
Can alseda_1 be interacted with?,"['stair', 'stair_1']"
Can alseda_1 be interacted with?,"['toilet', 'toilet_1']"
Can alseda_1 be interacted with?,"['towel', 'towel_1']"
Can alseda_1 be interacted with?,"['towel', 'towel_2']"
Can alseda_1 be interacted with?,"['towel', 'towel_3']"
Can alseda_1 be interacted with?,"['towel', 'towel_4']"
What kind of material is alseda_1 made of?,"['alu chair', 'alu chair_1']"
What kind of material is alseda_1 made of?,"['aspen tree', 'aspen tree_1']"
What kind of material is alseda_1 made of?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
What kind of material is alseda_1 made of?,"['bathroom door', 'bathroom door_1']"
What kind of material is alseda_1 made of?,"['bedroom door', 'bedroom door_1']"
What kind of material is alseda_1 made of?,"['bedside table', 'bedside table_1']"
What kind of material is alseda_1 made of?,"['courtyard door', 'courtyard door_1']"
What kind of material is alseda_1 made of?,"['courtyard door', 'courtyard door_2']"
What kind of material is alseda_1 made of?,"['courtyard door', 'courtyard door_3']"
What kind of material is alseda_1 made of?,"['courtyard stair', 'courtyard stair_1']"
What kind of material is alseda_1 made of?,"['hemnes drawer', 'hemnes drawer_1']"
What kind of material is alseda_1 made of?,"['hemnes drawer', 'hemnes drawer_2']"
What kind of material is alseda_1 made of?,"['hemnes shelf', 'hemnes shelf_1']"
What kind of material is alseda_1 made of?,"['ikea superfront', 'ikea superfront_1']"
What kind of material is alseda_1 made of?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
What kind of material is alseda_1 made of?,"['kitchen', 'kitchen_1']"
What kind of material is alseda_1 made of?,"['kitchen accessory', 'kitchen accessory_1']"
What kind of material is alseda_1 made of?,"['kitchen hood', 'kitchen hood_1']"
What kind of material is alseda_1 made of?,"['knod', 'knod_1']"
What kind of material is alseda_1 made of?,"['knod', 'knod_2']"
What kind of material is alseda_1 made of?,"['low round table', 'low round table_1']"
What kind of material is alseda_1 made of?,"['mac', 'mac_1']"
What kind of material is alseda_1 made of?,"['mac keyboard', 'mac keyboard_1']"
What kind of material is alseda_1 made of?,"['mac mouse', 'mac mouse_1']"
What kind of material is alseda_1 made of?,"['mirror', 'mirror_1']"
What kind of material is alseda_1 made of?,"['relax room door', 'relax room door_1']"
What kind of material is alseda_1 made of?,"['selia', 'selia_1']"
What kind of material is alseda_1 made of?,"['selia', 'selia_2']"
What kind of material is alseda_1 made of?,"['shower', 'shower_1']"
What kind of material is alseda_1 made of?,"['stair', 'stair_1']"
What kind of material is alseda_1 made of?,"['toilet', 'toilet_1']"
What kind of material is alseda_1 made of?,"['towel', 'towel_1']"
What kind of material is alseda_1 made of?,"['towel', 'towel_2']"
What kind of material is alseda_1 made of?,"['towel', 'towel_3']"
What kind of material is alseda_1 made of?,"['towel', 'towel_4']"
Could you describe the color of alseda_1?,"['alu chair', 'alu chair_1']"
Could you describe the color of alseda_1?,"['aspen tree', 'aspen tree_1']"
Could you describe the color of alseda_1?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Could you describe the color of alseda_1?,"['bathroom door', 'bathroom door_1']"
Could you describe the color of alseda_1?,"['bedroom door', 'bedroom door_1']"
Could you describe the color of alseda_1?,"['bedside table', 'bedside table_1']"
Could you describe the color of alseda_1?,"['courtyard door', 'courtyard door_1']"
Could you describe the color of alseda_1?,"['courtyard door', 'courtyard door_2']"
Could you describe the color of alseda_1?,"['courtyard door', 'courtyard door_3']"
Could you describe the color of alseda_1?,"['courtyard stair', 'courtyard stair_1']"
Could you describe the color of alseda_1?,"['hemnes drawer', 'hemnes drawer_1']"
Could you describe the color of alseda_1?,"['hemnes drawer', 'hemnes drawer_2']"
Could you describe the color of alseda_1?,"['hemnes shelf', 'hemnes shelf_1']"
Could you describe the color of alseda_1?,"['ikea superfront', 'ikea superfront_1']"
Could you describe the color of alseda_1?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Could you describe the color of alseda_1?,"['kitchen', 'kitchen_1']"
Could you describe the color of alseda_1?,"['kitchen accessory', 'kitchen accessory_1']"
Could you describe the color of alseda_1?,"['kitchen hood', 'kitchen hood_1']"
Could you describe the color of alseda_1?,"['knod', 'knod_1']"
Could you describe the color of alseda_1?,"['knod', 'knod_2']"
Could you describe the color of alseda_1?,"['low round table', 'low round table_1']"
Could you describe the color of alseda_1?,"['mac', 'mac_1']"
Could you describe the color of alseda_1?,"['mac keyboard', 'mac keyboard_1']"
Could you describe the color of alseda_1?,"['mac mouse', 'mac mouse_1']"
Could you describe the color of alseda_1?,"['mirror', 'mirror_1']"
Could you describe the color of alseda_1?,"['relax room door', 'relax room door_1']"
Could you describe the color of alseda_1?,"['selia', 'selia_1']"
Could you describe the color of alseda_1?,"['selia', 'selia_2']"
Could you describe the color of alseda_1?,"['shower', 'shower_1']"
Could you describe the color of alseda_1?,"['stair', 'stair_1']"
Could you describe the color of alseda_1?,"['toilet', 'toilet_1']"
Could you describe the color of alseda_1?,"['towel', 'towel_1']"
Could you describe the color of alseda_1?,"['towel', 'towel_2']"
Could you describe the color of alseda_1?,"['towel', 'towel_3']"
Could you describe the color of alseda_1?,"['towel', 'towel_4']"
How far is alseda_1 from the player?,"['alu chair', 'alu chair_1']"
How far is alseda_1 from the player?,"['aspen tree', 'aspen tree_1']"
How far is alseda_1 from the player?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
How far is alseda_1 from the player?,"['bathroom door', 'bathroom door_1']"
How far is alseda_1 from the player?,"['bedroom door', 'bedroom door_1']"
How far is alseda_1 from the player?,"['bedside table', 'bedside table_1']"
How far is alseda_1 from the player?,"['courtyard door', 'courtyard door_1']"
How far is alseda_1 from the player?,"['courtyard door', 'courtyard door_2']"
How far is alseda_1 from the player?,"['courtyard door', 'courtyard door_3']"
How far is alseda_1 from the player?,"['courtyard stair', 'courtyard stair_1']"
How far is alseda_1 from the player?,"['hemnes drawer', 'hemnes drawer_1']"
How far is alseda_1 from the player?,"['hemnes drawer', 'hemnes drawer_2']"
How far is alseda_1 from the player?,"['hemnes shelf', 'hemnes shelf_1']"
How far is alseda_1 from the player?,"['ikea superfront', 'ikea superfront_1']"
How far is alseda_1 from the player?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
How far is alseda_1 from the player?,"['kitchen', 'kitchen_1']"
How far is alseda_1 from the player?,"['kitchen accessory', 'kitchen accessory_1']"
How far is alseda_1 from the player?,"['kitchen hood', 'kitchen hood_1']"
How far is alseda_1 from the player?,"['knod', 'knod_1']"
How far is alseda_1 from the player?,"['knod', 'knod_2']"
How far is alseda_1 from the player?,"['low round table', 'low round table_1']"
How far is alseda_1 from the player?,"['mac', 'mac_1']"
How far is alseda_1 from the player?,"['mac keyboard', 'mac keyboard_1']"
How far is alseda_1 from the player?,"['mac mouse', 'mac mouse_1']"
How far is alseda_1 from the player?,"['mirror', 'mirror_1']"
How far is alseda_1 from the player?,"['relax room door', 'relax room door_1']"
How far is alseda_1 from the player?,"['selia', 'selia_1']"
How far is alseda_1 from the player?,"['selia', 'selia_2']"
How far is alseda_1 from the player?,"['shower', 'shower_1']"
How far is alseda_1 from the player?,"['stair', 'stair_1']"
How far is alseda_1 from the player?,"['toilet', 'toilet_1']"
How far is alseda_1 from the player?,"['towel', 'towel_1']"
How far is alseda_1 from the player?,"['towel', 'towel_2']"
How far is alseda_1 from the player?,"['towel', 'towel_3']"
How far is alseda_1 from the player?,"['towel', 'towel_4']"
Which direction is alseda_1 located relative to the player?,"['alu chair', 'alu chair_1']"
Which direction is alseda_1 located relative to the player?,"['aspen tree', 'aspen tree_1']"
Which direction is alseda_1 located relative to the player?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Which direction is alseda_1 located relative to the player?,"['bathroom door', 'bathroom door_1']"
Which direction is alseda_1 located relative to the player?,"['bedroom door', 'bedroom door_1']"
Which direction is alseda_1 located relative to the player?,"['bedside table', 'bedside table_1']"
Which direction is alseda_1 located relative to the player?,"['courtyard door', 'courtyard door_1']"
Which direction is alseda_1 located relative to the player?,"['courtyard door', 'courtyard door_2']"
Which direction is alseda_1 located relative to the player?,"['courtyard door', 'courtyard door_3']"
Which direction is alseda_1 located relative to the player?,"['courtyard stair', 'courtyard stair_1']"
Which direction is alseda_1 located relative to the player?,"['hemnes drawer', 'hemnes drawer_1']"
Which direction is alseda_1 located relative to the player?,"['hemnes drawer', 'hemnes drawer_2']"
Which direction is alseda_1 located relative to the player?,"['hemnes shelf', 'hemnes shelf_1']"
Which direction is alseda_1 located relative to the player?,"['ikea superfront', 'ikea superfront_1']"
Which direction is alseda_1 located relative to the player?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Which direction is alseda_1 located relative to the player?,"['kitchen', 'kitchen_1']"
Which direction is alseda_1 located relative to the player?,"['kitchen accessory', 'kitchen accessory_1']"
Which direction is alseda_1 located relative to the player?,"['kitchen hood', 'kitchen hood_1']"
Which direction is alseda_1 located relative to the player?,"['knod', 'knod_1']"
Which direction is alseda_1 located relative to the player?,"['knod', 'knod_2']"
Which direction is alseda_1 located relative to the player?,"['low round table', 'low round table_1']"
Which direction is alseda_1 located relative to the player?,"['mac', 'mac_1']"
Which direction is alseda_1 located relative to the player?,"['mac keyboard', 'mac keyboard_1']"
Which direction is alseda_1 located relative to the player?,"['mac mouse', 'mac mouse_1']"
Which direction is alseda_1 located relative to the player?,"['mirror', 'mirror_1']"
Which direction is alseda_1 located relative to the player?,"['relax room door', 'relax room door_1']"
Which direction is alseda_1 located relative to the player?,"['selia', 'selia_1']"
Which direction is alseda_1 located relative to the player?,"['selia', 'selia_2']"
Which direction is alseda_1 located relative to the player?,"['shower', 'shower_1']"
Which direction is alseda_1 located relative to the player?,"['stair', 'stair_1']"
Which direction is alseda_1 located relative to the player?,"['toilet', 'toilet_1']"
Which direction is alseda_1 located relative to the player?,"['towel', 'towel_1']"
Which direction is alseda_1 located relative to the player?,"['towel', 'towel_2']"
Which direction is alseda_1 located relative to the player?,"['towel', 'towel_3']"
Which direction is alseda_1 located relative to the player?,"['towel', 'towel_4']"
Can you provide the location of alseda_2?,"['alu chair', 'alu chair_1']"
Can you provide the location of alseda_2?,"['aspen tree', 'aspen tree_1']"
Can you provide the location of alseda_2?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Can you provide the location of alseda_2?,"['bathroom door', 'bathroom door_1']"
Can you provide the location of alseda_2?,"['bedroom door', 'bedroom door_1']"
Can you provide the location of alseda_2?,"['bedside table', 'bedside table_1']"
Can you provide the location of alseda_2?,"['courtyard door', 'courtyard door_1']"
Can you provide the location of alseda_2?,"['courtyard door', 'courtyard door_2']"
Can you provide the location of alseda_2?,"['courtyard door', 'courtyard door_3']"
Can you provide the location of alseda_2?,"['courtyard stair', 'courtyard stair_1']"
Can you provide the location of alseda_2?,"['hemnes drawer', 'hemnes drawer_1']"
Can you provide the location of alseda_2?,"['hemnes drawer', 'hemnes drawer_2']"
Can you provide the location of alseda_2?,"['hemnes shelf', 'hemnes shelf_1']"
Can you provide the location of alseda_2?,"['ikea superfront', 'ikea superfront_1']"
Can you provide the location of alseda_2?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Can you provide the location of alseda_2?,"['kitchen', 'kitchen_1']"
Can you provide the location of alseda_2?,"['kitchen accessory', 'kitchen accessory_1']"
Can you provide the location of alseda_2?,"['kitchen hood', 'kitchen hood_1']"
Can you provide the location of alseda_2?,"['knod', 'knod_1']"
Can you provide the location of alseda_2?,"['knod', 'knod_2']"
Can you provide the location of alseda_2?,"['low round table', 'low round table_1']"
Can you provide the location of alseda_2?,"['mac', 'mac_1']"
Can you provide the location of alseda_2?,"['mac keyboard', 'mac keyboard_1']"
Can you provide the location of alseda_2?,"['mac mouse', 'mac mouse_1']"
Can you provide the location of alseda_2?,"['mirror', 'mirror_1']"
Can you provide the location of alseda_2?,"['relax room door', 'relax room door_1']"
Can you provide the location of alseda_2?,"['selia', 'selia_1']"
Can you provide the location of alseda_2?,"['selia', 'selia_2']"
Can you provide the location of alseda_2?,"['shower', 'shower_1']"
Can you provide the location of alseda_2?,"['stair', 'stair_1']"
Can you provide the location of alseda_2?,"['toilet', 'toilet_1']"
Can you provide the location of alseda_2?,"['towel', 'towel_1']"
Can you provide the location of alseda_2?,"['towel', 'towel_2']"
Can you provide the location of alseda_2?,"['towel', 'towel_3']"
Can you provide the location of alseda_2?,"['towel', 'towel_4']"
Can alseda_2 be interacted with?,"['alu chair', 'alu chair_1']"
Can alseda_2 be interacted with?,"['aspen tree', 'aspen tree_1']"
Can alseda_2 be interacted with?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Can alseda_2 be interacted with?,"['bathroom door', 'bathroom door_1']"
Can alseda_2 be interacted with?,"['bedroom door', 'bedroom door_1']"
Can alseda_2 be interacted with?,"['bedside table', 'bedside table_1']"
Can alseda_2 be interacted with?,"['courtyard door', 'courtyard door_1']"
Can alseda_2 be interacted with?,"['courtyard door', 'courtyard door_2']"
Can alseda_2 be interacted with?,"['courtyard door', 'courtyard door_3']"
Can alseda_2 be interacted with?,"['courtyard stair', 'courtyard stair_1']"
Can alseda_2 be interacted with?,"['hemnes drawer', 'hemnes drawer_1']"
Can alseda_2 be interacted with?,"['hemnes drawer', 'hemnes drawer_2']"
Can alseda_2 be interacted with?,"['hemnes shelf', 'hemnes shelf_1']"
Can alseda_2 be interacted with?,"['ikea superfront', 'ikea superfront_1']"
Can alseda_2 be interacted with?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Can alseda_2 be interacted with?,"['kitchen', 'kitchen_1']"
Can alseda_2 be interacted with?,"['kitchen accessory', 'kitchen accessory_1']"
Can alseda_2 be interacted with?,"['kitchen hood', 'kitchen hood_1']"
Can alseda_2 be interacted with?,"['knod', 'knod_1']"
Can alseda_2 be interacted with?,"['knod', 'knod_2']"
Can alseda_2 be interacted with?,"['low round table', 'low round table_1']"
Can alseda_2 be interacted with?,"['mac', 'mac_1']"
Can alseda_2 be interacted with?,"['mac keyboard', 'mac keyboard_1']"
Can alseda_2 be interacted with?,"['mac mouse', 'mac mouse_1']"
Can alseda_2 be interacted with?,"['mirror', 'mirror_1']"
Can alseda_2 be interacted with?,"['relax room door', 'relax room door_1']"
Can alseda_2 be interacted with?,"['selia', 'selia_1']"
Can alseda_2 be interacted with?,"['selia', 'selia_2']"
Can alseda_2 be interacted with?,"['shower', 'shower_1']"
Can alseda_2 be interacted with?,"['stair', 'stair_1']"
Can alseda_2 be interacted with?,"['toilet', 'toilet_1']"
Can alseda_2 be interacted with?,"['towel', 'towel_1']"
Can alseda_2 be interacted with?,"['towel', 'towel_2']"
Can alseda_2 be interacted with?,"['towel', 'towel_3']"
Can alseda_2 be interacted with?,"['towel', 'towel_4']"
What kind of material is alseda_2 made of?,"['alu chair', 'alu chair_1']"
What kind of material is alseda_2 made of?,"['aspen tree', 'aspen tree_1']"
What kind of material is alseda_2 made of?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
What kind of material is alseda_2 made of?,"['bathroom door', 'bathroom door_1']"
What kind of material is alseda_2 made of?,"['bedroom door', 'bedroom door_1']"
What kind of material is alseda_2 made of?,"['bedside table', 'bedside table_1']"
What kind of material is alseda_2 made of?,"['courtyard door', 'courtyard door_1']"
What kind of material is alseda_2 made of?,"['courtyard door', 'courtyard door_2']"
What kind of material is alseda_2 made of?,"['courtyard door', 'courtyard door_3']"
What kind of material is alseda_2 made of?,"['courtyard stair', 'courtyard stair_1']"
What kind of material is alseda_2 made of?,"['hemnes drawer', 'hemnes drawer_1']"
What kind of material is alseda_2 made of?,"['hemnes drawer', 'hemnes drawer_2']"
What kind of material is alseda_2 made of?,"['hemnes shelf', 'hemnes shelf_1']"
What kind of material is alseda_2 made of?,"['ikea superfront', 'ikea superfront_1']"
What kind of material is alseda_2 made of?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
What kind of material is alseda_2 made of?,"['kitchen', 'kitchen_1']"
What kind of material is alseda_2 made of?,"['kitchen accessory', 'kitchen accessory_1']"
What kind of material is alseda_2 made of?,"['kitchen hood', 'kitchen hood_1']"
What kind of material is alseda_2 made of?,"['knod', 'knod_1']"
What kind of material is alseda_2 made of?,"['knod', 'knod_2']"
What kind of material is alseda_2 made of?,"['low round table', 'low round table_1']"
What kind of material is alseda_2 made of?,"['mac', 'mac_1']"
What kind of material is alseda_2 made of?,"['mac keyboard', 'mac keyboard_1']"
What kind of material is alseda_2 made of?,"['mac mouse', 'mac mouse_1']"
What kind of material is alseda_2 made of?,"['mirror', 'mirror_1']"
What kind of material is alseda_2 made of?,"['relax room door', 'relax room door_1']"
What kind of material is alseda_2 made of?,"['selia', 'selia_1']"
What kind of material is alseda_2 made of?,"['selia', 'selia_2']"
What kind of material is alseda_2 made of?,"['shower', 'shower_1']"
What kind of material is alseda_2 made of?,"['stair', 'stair_1']"
What kind of material is alseda_2 made of?,"['toilet', 'toilet_1']"
What kind of material is alseda_2 made of?,"['towel', 'towel_1']"
What kind of material is alseda_2 made of?,"['towel', 'towel_2']"
What kind of material is alseda_2 made of?,"['towel', 'towel_3']"
What kind of material is alseda_2 made of?,"['towel', 'towel_4']"
Could you describe the color of alseda_2?,"['alu chair', 'alu chair_1']"
Could you describe the color of alseda_2?,"['aspen tree', 'aspen tree_1']"
Could you describe the color of alseda_2?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Could you describe the color of alseda_2?,"['bathroom door', 'bathroom door_1']"
Could you describe the color of alseda_2?,"['bedroom door', 'bedroom door_1']"
Could you describe the color of alseda_2?,"['bedside table', 'bedside table_1']"
Could you describe the color of alseda_2?,"['courtyard door', 'courtyard door_1']"
Could you describe the color of alseda_2?,"['courtyard door', 'courtyard door_2']"
Could you describe the color of alseda_2?,"['courtyard door', 'courtyard door_3']"
Could you describe the color of alseda_2?,"['courtyard stair', 'courtyard stair_1']"
Could you describe the color of alseda_2?,"['hemnes drawer', 'hemnes drawer_1']"
Could you describe the color of alseda_2?,"['hemnes drawer', 'hemnes drawer_2']"
Could you describe the color of alseda_2?,"['hemnes shelf', 'hemnes shelf_1']"
Could you describe the color of alseda_2?,"['ikea superfront', 'ikea superfront_1']"
Could you describe the color of alseda_2?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Could you describe the color of alseda_2?,"['kitchen', 'kitchen_1']"
Could you describe the color of alseda_2?,"['kitchen accessory', 'kitchen accessory_1']"
Could you describe the color of alseda_2?,"['kitchen hood', 'kitchen hood_1']"
Could you describe the color of alseda_2?,"['knod', 'knod_1']"
Could you describe the color of alseda_2?,"['knod', 'knod_2']"
Could you describe the color of alseda_2?,"['low round table', 'low round table_1']"
Could you describe the color of alseda_2?,"['mac', 'mac_1']"
Could you describe the color of alseda_2?,"['mac keyboard', 'mac keyboard_1']"
Could you describe the color of alseda_2?,"['mac mouse', 'mac mouse_1']"
Could you describe the color of alseda_2?,"['mirror', 'mirror_1']"
Could you describe the color of alseda_2?,"['relax room door', 'relax room door_1']"
Could you describe the color of alseda_2?,"['selia', 'selia_1']"
Could you describe the color of alseda_2?,"['selia', 'selia_2']"
Could you describe the color of alseda_2?,"['shower', 'shower_1']"
Could you describe the color of alseda_2?,"['stair', 'stair_1']"
Could you describe the color of alseda_2?,"['toilet', 'toilet_1']"
Could you describe the color of alseda_2?,"['towel', 'towel_1']"
Could you describe the color of alseda_2?,"['towel', 'towel_2']"
Could you describe the color of alseda_2?,"['towel', 'towel_3']"
Could you describe the color of alseda_2?,"['towel', 'towel_4']"
How far is alseda_2 from the player?,"['alu chair', 'alu chair_1']"
How far is alseda_2 from the player?,"['aspen tree', 'aspen tree_1']"
How far is alseda_2 from the player?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
How far is alseda_2 from the player?,"['bathroom door', 'bathroom door_1']"
How far is alseda_2 from the player?,"['bedroom door', 'bedroom door_1']"
How far is alseda_2 from the player?,"['bedside table', 'bedside table_1']"
How far is alseda_2 from the player?,"['courtyard door', 'courtyard door_1']"
How far is alseda_2 from the player?,"['courtyard door', 'courtyard door_2']"
How far is alseda_2 from the player?,"['courtyard door', 'courtyard door_3']"
How far is alseda_2 from the player?,"['courtyard stair', 'courtyard stair_1']"
How far is alseda_2 from the player?,"['hemnes drawer', 'hemnes drawer_1']"
How far is alseda_2 from the player?,"['hemnes drawer', 'hemnes drawer_2']"
How far is alseda_2 from the player?,"['hemnes shelf', 'hemnes shelf_1']"
How far is alseda_2 from the player?,"['ikea superfront', 'ikea superfront_1']"
How far is alseda_2 from the player?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
How far is alseda_2 from the player?,"['kitchen', 'kitchen_1']"
How far is alseda_2 from the player?,"['kitchen accessory', 'kitchen accessory_1']"
How far is alseda_2 from the player?,"['kitchen hood', 'kitchen hood_1']"
How far is alseda_2 from the player?,"['knod', 'knod_1']"
How far is alseda_2 from the player?,"['knod', 'knod_2']"
How far is alseda_2 from the player?,"['low round table', 'low round table_1']"
How far is alseda_2 from the player?,"['mac', 'mac_1']"
How far is alseda_2 from the player?,"['mac keyboard', 'mac keyboard_1']"
How far is alseda_2 from the player?,"['mac mouse', 'mac mouse_1']"
How far is alseda_2 from the player?,"['mirror', 'mirror_1']"
How far is alseda_2 from the player?,"['relax room door', 'relax room door_1']"
How far is alseda_2 from the player?,"['selia', 'selia_1']"
How far is alseda_2 from the player?,"['selia', 'selia_2']"
How far is alseda_2 from the player?,"['shower', 'shower_1']"
How far is alseda_2 from the player?,"['stair', 'stair_1']"
How far is alseda_2 from the player?,"['toilet', 'toilet_1']"
How far is alseda_2 from the player?,"['towel', 'towel_1']"
How far is alseda_2 from the player?,"['towel', 'towel_2']"
How far is alseda_2 from the player?,"['towel', 'towel_3']"
How far is alseda_2 from the player?,"['towel', 'towel_4']"
Which direction is alseda_2 located relative to the player?,"['alu chair', 'alu chair_1']"
Which direction is alseda_2 located relative to the player?,"['aspen tree', 'aspen tree_1']"
Which direction is alseda_2 located relative to the player?,"['bamboo basket pendant lamp', 'bamboo basket pendant lamp_1']"
Which direction is alseda_2 located relative to the player?,"['bathroom door', 'bathroom door_1']"
Which direction is alseda_2 located relative to the player?,"['bedroom door', 'bedroom door_1']"
Which direction is alseda_2 located relative to the player?,"['bedside table', 'bedside table_1']"
Which direction is alseda_2 located relative to the player?,"['courtyard door', 'courtyard door_1']"
Which direction is alseda_2 located relative to the player?,"['courtyard door', 'courtyard door_2']"
Which direction is alseda_2 located relative to the player?,"['courtyard door', 'courtyard door_3']"
Which direction is alseda_2 located relative to the player?,"['courtyard stair', 'courtyard stair_1']"
Which direction is alseda_2 located relative to the player?,"['hemnes drawer', 'hemnes drawer_1']"
Which direction is alseda_2 located relative to the player?,"['hemnes drawer', 'hemnes drawer_2']"
Which direction is alseda_2 located relative to the player?,"['hemnes shelf', 'hemnes shelf_1']"
Which direction is alseda_2 located relative to the player?,"['ikea superfront', 'ikea superfront_1']"
Which direction is alseda_2 located relative to the player?,"['ikea superfront mirror', 'ikea superfront mirror_1']"
Which direction is alseda_2 located relative to the player?,"['kitchen', 'kitchen_1']"
Which direction is alseda_2 located relative to the player?,"['kitchen accessory', 'kitchen accessory_1']"
Which direction is alseda_2 located relative to the player?,"['kitchen hood', 'kitchen hood_1']"
Which direction is alseda_2 located relative to the player?,"['knod', 'knod_1']"
