Questions,Retrieved Tag,Retrieved Name,Retrieved Index
What's the total quantity of boats?,boat,boat_2,"['boat', 'boat_2']"
Can you provide the count of boats?,boat,boat_2,"['boat', 'boat_2']"
Do you know how many boats exist?,boat,boat_2,"['boat', 'boat_2']"
What's the number of boats present?,boat,boat_2,"['boat', 'boat_2']"
How many boats are there?,boat,boat_3,"['boat', 'boat_3']"
Could you count the number of boats?,boat,boat_3,"['boat', 'boat_3']"
What's the total quantity of boats?,boat,boat_3,"['boat', 'boat_3']"
Can you provide the count of boats?,boat,boat_3,"['boat', 'boat_3']"
Do you know how many boats exist?,boat,boat_3,"['boat', 'boat_3']"
What's the number of boats present?,boat,boat_3,"['boat', 'boat_3']"
How many boats are there?,boat,boat_4,"['boat', 'boat_4']"
Could you count the number of boats?,boat,boat_4,"['boat', 'boat_4']"
What's the total quantity of boats?,boat,boat_4,"['boat', 'boat_4']"
Can you provide the count of boats?,boat,boat_4,"['boat', 'boat_4']"
Do you know how many boats exist?,boat,boat_4,"['boat', 'boat_4']"
What's the number of boats present?,boat,boat_4,"['boat', 'boat_4']"
How many boats are there?,boat,boat_5,"['boat', 'boat_5']"
Could you count the number of boats?,boat,boat_5,"['boat', 'boat_5']"
What's the total quantity of boats?,boat,boat_5,"['boat', 'boat_5']"
Can you provide the count of boats?,boat,boat_5,"['boat', 'boat_5']"
Do you know how many boats exist?,boat,boat_5,"['boat', 'boat_5']"
What's the number of boats present?,boat,boat_5,"['boat', 'boat_5']"
How many boats are there?,boat,boat_6,"['boat', 'boat_6']"
Could you count the number of boats?,boat,boat_6,"['boat', 'boat_6']"
What's the total quantity of boats?,boat,boat_6,"['boat', 'boat_6']"
Can you provide the count of boats?,boat,boat_6,"['boat', 'boat_6']"
Do you know how many boats exist?,boat,boat_6,"['boat', 'boat_6']"
What's the number of boats present?,boat,boat_6,"['boat', 'boat_6']"
How many cranes are there?,crane,crane_1,"['crane', 'crane_1']"
Could you count the number of cranes?,crane,crane_1,"['crane', 'crane_1']"
What's the total quantity of cranes?,crane,crane_1,"['crane', 'crane_1']"
Can you provide the count of cranes?,crane,crane_1,"['crane', 'crane_1']"
Do you know how many cranes exist?,crane,crane_1,"['crane', 'crane_1']"
What's the number of cranes present?,crane,crane_1,"['crane', 'crane_1']"
How many cranes are there?,crane,crane_2,"['crane', 'crane_2']"
Could you count the number of cranes?,crane,crane_2,"['crane', 'crane_2']"
What's the total quantity of cranes?,crane,crane_2,"['crane', 'crane_2']"
Can you provide the count of cranes?,crane,crane_2,"['crane', 'crane_2']"
Do you know how many cranes exist?,crane,crane_2,"['crane', 'crane_2']"
What's the number of cranes present?,crane,crane_2,"['crane', 'crane_2']"
How many cranes are there?,crane,crane_3,"['crane', 'crane_3']"
Could you count the number of cranes?,crane,crane_3,"['crane', 'crane_3']"
What's the total quantity of cranes?,crane,crane_3,"['crane', 'crane_3']"
Can you provide the count of cranes?,crane,crane_3,"['crane', 'crane_3']"
Do you know how many cranes exist?,crane,crane_3,"['crane', 'crane_3']"
What's the number of cranes present?,crane,crane_3,"['crane', 'crane_3']"
How many gates are there?,gate,gate_1,"['gate', 'gate_1']"
Could you count the number of gates?,gate,gate_1,"['gate', 'gate_1']"
What's the total quantity of gates?,gate,gate_1,"['gate', 'gate_1']"
Can you provide the count of gates?,gate,gate_1,"['gate', 'gate_1']"
Do you know how many gates exist?,gate,gate_1,"['gate', 'gate_1']"
What's the number of gates present?,gate,gate_1,"['gate', 'gate_1']"
How many gates are there?,gate,gate_2,"['gate', 'gate_2']"
Could you count the number of gates?,gate,gate_2,"['gate', 'gate_2']"
What's the total quantity of gates?,gate,gate_2,"['gate', 'gate_2']"
Can you provide the count of gates?,gate,gate_2,"['gate', 'gate_2']"
Do you know how many gates exist?,gate,gate_2,"['gate', 'gate_2']"
What's the number of gates present?,gate,gate_2,"['gate', 'gate_2']"
How many high roof houses are there?,high roof house,high roof house_1,"['high roof house', 'high roof house_1']"
Could you count the number of high roof houses?,high roof house,high roof house_1,"['high roof house', 'high roof house_1']"
What's the total quantity of high roof houses?,high roof house,high roof house_1,"['high roof house', 'high roof house_1']"
Can you provide the count of high roof houses?,high roof house,high roof house_1,"['high roof house', 'high roof house_1']"
Do you know how many high roof houses exist?,high roof house,high roof house_1,"['high roof house', 'high roof house_1']"
What's the number of high roof houses present?,high roof house,high roof house_1,"['high roof house', 'high roof house_1']"
How many small houses are there?,small house,small house_1,"['small house', 'small house_1']"
Could you count the number of small houses?,small house,small house_1,"['small house', 'small house_1']"
What's the total quantity of small houses?,small house,small house_1,"['small house', 'small house_1']"
Can you provide the count of small houses?,small house,small house_1,"['small house', 'small house_1']"
Do you know how many small houses exist?,small house,small house_1,"['small house', 'small house_1']"
What's the number of small houses present?,small house,small house_1,"['small house', 'small house_1']"
How many small houses are there?,small house,small house_2,"['small house', 'small house_2']"
Could you count the number of small houses?,small house,small house_2,"['small house', 'small house_2']"
What's the total quantity of small houses?,small house,small house_2,"['small house', 'small house_2']"
Can you provide the count of small houses?,small house,small house_2,"['small house', 'small house_2']"
Do you know how many small houses exist?,small house,small house_2,"['small house', 'small house_2']"
What's the number of small houses present?,small house,small house_2,"['small house', 'small house_2']"
How many small houses are there?,small house,small house_3,"['small house', 'small house_3']"
Could you count the number of small houses?,small house,small house_3,"['small house', 'small house_3']"
What's the total quantity of small houses?,small house,small house_3,"['small house', 'small house_3']"
Can you provide the count of small houses?,small house,small house_3,"['small house', 'small house_3']"
Do you know how many small houses exist?,small house,small house_3,"['small house', 'small house_3']"
What's the number of small houses present?,small house,small house_3,"['small house', 'small house_3']"
How many small houses are there?,small house,small house_4,"['small house', 'small house_4']"
Could you count the number of small houses?,small house,small house_4,"['small house', 'small house_4']"
What's the total quantity of small houses?,small house,small house_4,"['small house', 'small house_4']"
Can you provide the count of small houses?,small house,small house_4,"['small house', 'small house_4']"
Do you know how many small houses exist?,small house,small house_4,"['small house', 'small house_4']"
What's the number of small houses present?,small house,small house_4,"['small house', 'small house_4']"
How many small houses are there?,small house,small house_5,"['small house', 'small house_5']"
Could you count the number of small houses?,small house,small house_5,"['small house', 'small house_5']"
What's the total quantity of small houses?,small house,small house_5,"['small house', 'small house_5']"
Can you provide the count of small houses?,small house,small house_5,"['small house', 'small house_5']"
Do you know how many small houses exist?,small house,small house_5,"['small house', 'small house_5']"
What's the number of small houses present?,small house,small house_5,"['small house', 'small house_5']"
How many storehouses are there?,storehouse,storehouse_1,"['storehouse', 'storehouse_1']"
Could you count the number of storehouses?,storehouse,storehouse_1,"['storehouse', 'storehouse_1']"
What's the total quantity of storehouses?,storehouse,storehouse_1,"['storehouse', 'storehouse_1']"
Can you provide the count of storehouses?,storehouse,storehouse_1,"['storehouse', 'storehouse_1']"
Do you know how many storehouses exist?,storehouse,storehouse_1,"['storehouse', 'storehouse_1']"
What's the number of storehouses present?,storehouse,storehouse_1,"['storehouse', 'storehouse_1']"
How many storehouses are there?,storehouse,storehouse_2,"['storehouse', 'storehouse_2']"
Could you count the number of storehouses?,storehouse,storehouse_2,"['storehouse', 'storehouse_2']"
What's the total quantity of storehouses?,storehouse,storehouse_2,"['storehouse', 'storehouse_2']"
Can you provide the count of storehouses?,storehouse,storehouse_2,"['storehouse', 'storehouse_2']"
Do you know how many storehouses exist?,storehouse,storehouse_2,"['storehouse', 'storehouse_2']"
What's the number of storehouses present?,storehouse,storehouse_2,"['storehouse', 'storehouse_2']"
How many storehouses are there?,storehouse,storehouse_3,"['storehouse', 'storehouse_3']"
Could you count the number of storehouses?,storehouse,storehouse_3,"['storehouse', 'storehouse_3']"
What's the total quantity of storehouses?,storehouse,storehouse_3,"['storehouse', 'storehouse_3']"
Can you provide the count of storehouses?,storehouse,storehouse_3,"['storehouse', 'storehouse_3']"
Do you know how many storehouses exist?,storehouse,storehouse_3,"['storehouse', 'storehouse_3']"
What's the number of storehouses present?,storehouse,storehouse_3,"['storehouse', 'storehouse_3']"
How many straw roof houses are there?,straw roof house,straw roof house_1,"['straw roof house', 'straw roof house_1']"
Could you count the number of straw roof houses?,straw roof house,straw roof house_1,"['straw roof house', 'straw roof house_1']"
What's the total quantity of straw roof houses?,straw roof house,straw roof house_1,"['straw roof house', 'straw roof house_1']"
Can you provide the count of straw roof houses?,straw roof house,straw roof house_1,"['straw roof house', 'straw roof house_1']"
Do you know how many straw roof houses exist?,straw roof house,straw roof house_1,"['straw roof house', 'straw roof house_1']"
What's the number of straw roof houses present?,straw roof house,straw roof house_1,"['straw roof house', 'straw roof house_1']"
How many straw roof houses are there?,straw roof house,straw roof house_2,"['straw roof house', 'straw roof house_2']"
Could you count the number of straw roof houses?,straw roof house,straw roof house_2,"['straw roof house', 'straw roof house_2']"
What's the total quantity of straw roof houses?,straw roof house,straw roof house_2,"['straw roof house', 'straw roof house_2']"
Can you provide the count of straw roof houses?,straw roof house,straw roof house_2,"['straw roof house', 'straw roof house_2']"
Do you know how many straw roof houses exist?,straw roof house,straw roof house_2,"['straw roof house', 'straw roof house_2']"
What's the number of straw roof houses present?,straw roof house,straw roof house_2,"['straw roof house', 'straw roof house_2']"
How many straw roof houses are there?,straw roof house,straw roof house_3,"['straw roof house', 'straw roof house_3']"
Could you count the number of straw roof houses?,straw roof house,straw roof house_3,"['straw roof house', 'straw roof house_3']"
What's the total quantity of straw roof houses?,straw roof house,straw roof house_3,"['straw roof house', 'straw roof house_3']"
Can you provide the count of straw roof houses?,straw roof house,straw roof house_3,"['straw roof house', 'straw roof house_3']"
Do you know how many straw roof houses exist?,straw roof house,straw roof house_3,"['straw roof house', 'straw roof house_3']"
What's the number of straw roof houses present?,straw roof house,straw roof house_3,"['straw roof house', 'straw roof house_3']"
