Questions,Negative Retrieved Index
Could you count the number of barrackss?,"['gate', 'gate_1']"
Could you count the number of barrackss?,"['gate', 'gate_2']"
Could you count the number of barrackss?,"['high roof house', 'high roof house_1']"
Could you count the number of barrackss?,"['small house', 'small house_1']"
Could you count the number of barrackss?,"['small house', 'small house_2']"
Could you count the number of barrackss?,"['small house', 'small house_3']"
Could you count the number of barrackss?,"['small house', 'small house_4']"
Could you count the number of barrackss?,"['small house', 'small house_5']"
Could you count the number of barrackss?,"['storehouse', 'storehouse_1']"
Could you count the number of barrackss?,"['storehouse', 'storehouse_2']"
Could you count the number of barrackss?,"['storehouse', 'storehouse_3']"
Could you count the number of barrackss?,"['straw roof house', 'straw roof house_1']"
Could you count the number of barrackss?,"['straw roof house', 'straw roof house_2']"
Could you count the number of barrackss?,"['straw roof house', 'straw roof house_3']"
What's the total quantity of barrackss?,"['big house', 'big house_1']"
What's the total quantity of barrackss?,"['big house', 'big house_2']"
What's the total quantity of barrackss?,"['big house', 'big house_3']"
What's the total quantity of barrackss?,"['big house', 'big house_4']"
What's the total quantity of barrackss?,"[""blacksmith's house"", ""blacksmith's house_1""]"
What's the total quantity of barrackss?,"['boat', 'boat_1']"
What's the total quantity of barrackss?,"['boat', 'boat_2']"
What's the total quantity of barrackss?,"['boat', 'boat_3']"
What's the total quantity of barrackss?,"['boat', 'boat_4']"
What's the total quantity of barrackss?,"['boat', 'boat_5']"
What's the total quantity of barrackss?,"['boat', 'boat_6']"
What's the total quantity of barrackss?,"['crane', 'crane_1']"
What's the total quantity of barrackss?,"['crane', 'crane_2']"
What's the total quantity of barrackss?,"['crane', 'crane_3']"
What's the total quantity of barrackss?,"['gate', 'gate_1']"
What's the total quantity of barrackss?,"['gate', 'gate_2']"
What's the total quantity of barrackss?,"['high roof house', 'high roof house_1']"
What's the total quantity of barrackss?,"['small house', 'small house_1']"
What's the total quantity of barrackss?,"['small house', 'small house_2']"
What's the total quantity of barrackss?,"['small house', 'small house_3']"
What's the total quantity of barrackss?,"['small house', 'small house_4']"
What's the total quantity of barrackss?,"['small house', 'small house_5']"
What's the total quantity of barrackss?,"['storehouse', 'storehouse_1']"
What's the total quantity of barrackss?,"['storehouse', 'storehouse_2']"
What's the total quantity of barrackss?,"['storehouse', 'storehouse_3']"
What's the total quantity of barrackss?,"['straw roof house', 'straw roof house_1']"
What's the total quantity of barrackss?,"['straw roof house', 'straw roof house_2']"
What's the total quantity of barrackss?,"['straw roof house', 'straw roof house_3']"
Can you provide the count of barrackss?,"['big house', 'big house_1']"
Can you provide the count of barrackss?,"['big house', 'big house_2']"
Can you provide the count of barrackss?,"['big house', 'big house_3']"
Can you provide the count of barrackss?,"['big house', 'big house_4']"
Can you provide the count of barrackss?,"[""blacksmith's house"", ""blacksmith's house_1""]"
Can you provide the count of barrackss?,"['boat', 'boat_1']"
Can you provide the count of barrackss?,"['boat', 'boat_2']"
Can you provide the count of barrackss?,"['boat', 'boat_3']"
Can you provide the count of barrackss?,"['boat', 'boat_4']"
Can you provide the count of barrackss?,"['boat', 'boat_5']"
Can you provide the count of barrackss?,"['boat', 'boat_6']"
Can you provide the count of barrackss?,"['crane', 'crane_1']"
Can you provide the count of barrackss?,"['crane', 'crane_2']"
Can you provide the count of barrackss?,"['crane', 'crane_3']"
Can you provide the count of barrackss?,"['gate', 'gate_1']"
Can you provide the count of barrackss?,"['gate', 'gate_2']"
Can you provide the count of barrackss?,"['high roof house', 'high roof house_1']"
Can you provide the count of barrackss?,"['small house', 'small house_1']"
Can you provide the count of barrackss?,"['small house', 'small house_2']"
Can you provide the count of barrackss?,"['small house', 'small house_3']"
Can you provide the count of barrackss?,"['small house', 'small house_4']"
Can you provide the count of barrackss?,"['small house', 'small house_5']"
Can you provide the count of barrackss?,"['storehouse', 'storehouse_1']"
Can you provide the count of barrackss?,"['storehouse', 'storehouse_2']"
Can you provide the count of barrackss?,"['storehouse', 'storehouse_3']"
Can you provide the count of barrackss?,"['straw roof house', 'straw roof house_1']"
Can you provide the count of barrackss?,"['straw roof house', 'straw roof house_2']"
Can you provide the count of barrackss?,"['straw roof house', 'straw roof house_3']"
Do you know how many barrackss exist?,"['big house', 'big house_1']"
Do you know how many barrackss exist?,"['big house', 'big house_2']"
Do you know how many barrackss exist?,"['big house', 'big house_3']"
Do you know how many barrackss exist?,"['big house', 'big house_4']"
Do you know how many barrackss exist?,"[""blacksmith's house"", ""blacksmith's house_1""]"
Do you know how many barrackss exist?,"['boat', 'boat_1']"
Do you know how many barrackss exist?,"['boat', 'boat_2']"
Do you know how many barrackss exist?,"['boat', 'boat_3']"
Do you know how many barrackss exist?,"['boat', 'boat_4']"
Do you know how many barrackss exist?,"['boat', 'boat_5']"
Do you know how many barrackss exist?,"['boat', 'boat_6']"
Do you know how many barrackss exist?,"['crane', 'crane_1']"
Do you know how many barrackss exist?,"['crane', 'crane_2']"
Do you know how many barrackss exist?,"['crane', 'crane_3']"
Do you know how many barrackss exist?,"['gate', 'gate_1']"
Do you know how many barrackss exist?,"['gate', 'gate_2']"
Do you know how many barrackss exist?,"['high roof house', 'high roof house_1']"
Do you know how many barrackss exist?,"['small house', 'small house_1']"
Do you know how many barrackss exist?,"['small house', 'small house_2']"
Do you know how many barrackss exist?,"['small house', 'small house_3']"
Do you know how many barrackss exist?,"['small house', 'small house_4']"
Do you know how many barrackss exist?,"['small house', 'small house_5']"
Do you know how many barrackss exist?,"['storehouse', 'storehouse_1']"
Do you know how many barrackss exist?,"['storehouse', 'storehouse_2']"
Do you know how many barrackss exist?,"['storehouse', 'storehouse_3']"
Do you know how many barrackss exist?,"['straw roof house', 'straw roof house_1']"
Do you know how many barrackss exist?,"['straw roof house', 'straw roof house_2']"
Do you know how many barrackss exist?,"['straw roof house', 'straw roof house_3']"
What's the number of barrackss present?,"['big house', 'big house_1']"
What's the number of barrackss present?,"['big house', 'big house_2']"
What's the number of barrackss present?,"['big house', 'big house_3']"
What's the number of barrackss present?,"['big house', 'big house_4']"
What's the number of barrackss present?,"[""blacksmith's house"", ""blacksmith's house_1""]"
What's the number of barrackss present?,"['boat', 'boat_1']"
What's the number of barrackss present?,"['boat', 'boat_2']"
What's the number of barrackss present?,"['boat', 'boat_3']"
What's the number of barrackss present?,"['boat', 'boat_4']"
What's the number of barrackss present?,"['boat', 'boat_5']"
What's the number of barrackss present?,"['boat', 'boat_6']"
What's the number of barrackss present?,"['crane', 'crane_1']"
What's the number of barrackss present?,"['crane', 'crane_2']"
What's the number of barrackss present?,"['crane', 'crane_3']"
What's the number of barrackss present?,"['gate', 'gate_1']"
What's the number of barrackss present?,"['gate', 'gate_2']"
What's the number of barrackss present?,"['high roof house', 'high roof house_1']"
What's the number of barrackss present?,"['small house', 'small house_1']"
What's the number of barrackss present?,"['small house', 'small house_2']"
What's the number of barrackss present?,"['small house', 'small house_3']"
What's the number of barrackss present?,"['small house', 'small house_4']"
What's the number of barrackss present?,"['small house', 'small house_5']"
What's the number of barrackss present?,"['storehouse', 'storehouse_1']"
What's the number of barrackss present?,"['storehouse', 'storehouse_2']"
What's the number of barrackss present?,"['storehouse', 'storehouse_3']"
What's the number of barrackss present?,"['straw roof house', 'straw roof house_1']"
What's the number of barrackss present?,"['straw roof house', 'straw roof house_2']"
What's the number of barrackss present?,"['straw roof house', 'straw roof house_3']"
How many barrackss are there?,"['big house', 'big house_1']"
How many barrackss are there?,"['big house', 'big house_2']"
How many barrackss are there?,"['big house', 'big house_3']"
How many barrackss are there?,"['big house', 'big house_4']"
How many barrackss are there?,"[""blacksmith's house"", ""blacksmith's house_1""]"
How many barrackss are there?,"['boat', 'boat_1']"
How many barrackss are there?,"['boat', 'boat_2']"
How many barrackss are there?,"['boat', 'boat_3']"
How many barrackss are there?,"['boat', 'boat_4']"
How many barrackss are there?,"['boat', 'boat_5']"
How many barrackss are there?,"['boat', 'boat_6']"
How many barrackss are there?,"['crane', 'crane_1']"
How many barrackss are there?,"['crane', 'crane_2']"
How many barrackss are there?,"['crane', 'crane_3']"
How many barrackss are there?,"['gate', 'gate_1']"
How many barrackss are there?,"['gate', 'gate_2']"
How many barrackss are there?,"['high roof house', 'high roof house_1']"
How many barrackss are there?,"['small house', 'small house_1']"
How many barrackss are there?,"['small house', 'small house_2']"
How many barrackss are there?,"['small house', 'small house_3']"
How many barrackss are there?,"['small house', 'small house_4']"
How many barrackss are there?,"['small house', 'small house_5']"
How many barrackss are there?,"['storehouse', 'storehouse_1']"
How many barrackss are there?,"['storehouse', 'storehouse_2']"
How many barrackss are there?,"['storehouse', 'storehouse_3']"
How many barrackss are there?,"['straw roof house', 'straw roof house_1']"
How many barrackss are there?,"['straw roof house', 'straw roof house_2']"
How many barrackss are there?,"['straw roof house', 'straw roof house_3']"
Could you count the number of barrackss?,"['big house', 'big house_1']"
Could you count the number of barrackss?,"['big house', 'big house_2']"
Could you count the number of barrackss?,"['big house', 'big house_3']"
Could you count the number of barrackss?,"['big house', 'big house_4']"
Could you count the number of barrackss?,"[""blacksmith's house"", ""blacksmith's house_1""]"
Could you count the number of barrackss?,"['boat', 'boat_1']"
Could you count the number of barrackss?,"['boat', 'boat_2']"
Could you count the number of barrackss?,"['boat', 'boat_3']"
Could you count the number of barrackss?,"['boat', 'boat_4']"
Could you count the number of barrackss?,"['boat', 'boat_5']"
Could you count the number of barrackss?,"['boat', 'boat_6']"
Could you count the number of barrackss?,"['crane', 'crane_1']"
Could you count the number of barrackss?,"['crane', 'crane_2']"
Could you count the number of barrackss?,"['crane', 'crane_3']"
Could you count the number of barrackss?,"['gate', 'gate_1']"
Could you count the number of barrackss?,"['gate', 'gate_2']"
Could you count the number of barrackss?,"['high roof house', 'high roof house_1']"
Could you count the number of barrackss?,"['small house', 'small house_1']"
Could you count the number of barrackss?,"['small house', 'small house_2']"
Could you count the number of barrackss?,"['small house', 'small house_3']"
Could you count the number of barrackss?,"['small house', 'small house_4']"
Could you count the number of barrackss?,"['small house', 'small house_5']"
Could you count the number of barrackss?,"['storehouse', 'storehouse_1']"
Could you count the number of barrackss?,"['storehouse', 'storehouse_2']"
Could you count the number of barrackss?,"['storehouse', 'storehouse_3']"
Could you count the number of barrackss?,"['straw roof house', 'straw roof house_1']"
Could you count the number of barrackss?,"['straw roof house', 'straw roof house_2']"
Could you count the number of barrackss?,"['straw roof house', 'straw roof house_3']"
What's the total quantity of barrackss?,"['big house', 'big house_1']"
What's the total quantity of barrackss?,"['big house', 'big house_2']"
What's the total quantity of barrackss?,"['big house', 'big house_3']"
What's the total quantity of barrackss?,"['big house', 'big house_4']"
What's the total quantity of barrackss?,"[""blacksmith's house"", ""blacksmith's house_1""]"
What's the total quantity of barrackss?,"['boat', 'boat_1']"
What's the total quantity of barrackss?,"['boat', 'boat_2']"
What's the total quantity of barrackss?,"['boat', 'boat_3']"
What's the total quantity of barrackss?,"['boat', 'boat_4']"
What's the total quantity of barrackss?,"['boat', 'boat_5']"
What's the total quantity of barrackss?,"['boat', 'boat_6']"
What's the total quantity of barrackss?,"['crane', 'crane_1']"
What's the total quantity of barrackss?,"['crane', 'crane_2']"
What's the total quantity of barrackss?,"['crane', 'crane_3']"
What's the total quantity of barrackss?,"['gate', 'gate_1']"
What's the total quantity of barrackss?,"['gate', 'gate_2']"
What's the total quantity of barrackss?,"['high roof house', 'high roof house_1']"
What's the total quantity of barrackss?,"['small house', 'small house_1']"
What's the total quantity of barrackss?,"['small house', 'small house_2']"
What's the total quantity of barrackss?,"['small house', 'small house_3']"
What's the total quantity of barrackss?,"['small house', 'small house_4']"
What's the total quantity of barrackss?,"['small house', 'small house_5']"
What's the total quantity of barrackss?,"['storehouse', 'storehouse_1']"
What's the total quantity of barrackss?,"['storehouse', 'storehouse_2']"
What's the total quantity of barrackss?,"['storehouse', 'storehouse_3']"
What's the total quantity of barrackss?,"['straw roof house', 'straw roof house_1']"
What's the total quantity of barrackss?,"['straw roof house', 'straw roof house_2']"
What's the total quantity of barrackss?,"['straw roof house', 'straw roof house_3']"
Can you provide the count of barrackss?,"['big house', 'big house_1']"
Can you provide the count of barrackss?,"['big house', 'big house_2']"
Can you provide the count of barrackss?,"['big house', 'big house_3']"
Can you provide the count of barrackss?,"['big house', 'big house_4']"
Can you provide the count of barrackss?,"[""blacksmith's house"", ""blacksmith's house_1""]"
Can you provide the count of barrackss?,"['boat', 'boat_1']"
Can you provide the count of barrackss?,"['boat', 'boat_2']"
Can you provide the count of barrackss?,"['boat', 'boat_3']"
Can you provide the count of barrackss?,"['boat', 'boat_4']"
Can you provide the count of barrackss?,"['boat', 'boat_5']"
Can you provide the count of barrackss?,"['boat', 'boat_6']"
Can you provide the count of barrackss?,"['crane', 'crane_1']"
Can you provide the count of barrackss?,"['crane', 'crane_2']"
Can you provide the count of barrackss?,"['crane', 'crane_3']"
Can you provide the count of barrackss?,"['gate', 'gate_1']"
Can you provide the count of barrackss?,"['gate', 'gate_2']"
Can you provide the count of barrackss?,"['high roof house', 'high roof house_1']"
Can you provide the count of barrackss?,"['small house', 'small house_1']"
Can you provide the count of barrackss?,"['small house', 'small house_2']"
Can you provide the count of barrackss?,"['small house', 'small house_3']"
Can you provide the count of barrackss?,"['small house', 'small house_4']"
Can you provide the count of barrackss?,"['small house', 'small house_5']"
Can you provide the count of barrackss?,"['storehouse', 'storehouse_1']"
Can you provide the count of barrackss?,"['storehouse', 'storehouse_2']"
Can you provide the count of barrackss?,"['storehouse', 'storehouse_3']"
Can you provide the count of barrackss?,"['straw roof house', 'straw roof house_1']"
Can you provide the count of barrackss?,"['straw roof house', 'straw roof house_2']"
Can you provide the count of barrackss?,"['straw roof house', 'straw roof house_3']"
Do you know how many barrackss exist?,"['big house', 'big house_1']"
Do you know how many barrackss exist?,"['big house', 'big house_2']"
Do you know how many barrackss exist?,"['big house', 'big house_3']"
Do you know how many barrackss exist?,"['big house', 'big house_4']"
Do you know how many barrackss exist?,"[""blacksmith's house"", ""blacksmith's house_1""]"
Do you know how many barrackss exist?,"['boat', 'boat_1']"
Do you know how many barrackss exist?,"['boat', 'boat_2']"
Do you know how many barrackss exist?,"['boat', 'boat_3']"
Do you know how many barrackss exist?,"['boat', 'boat_4']"
Do you know how many barrackss exist?,"['boat', 'boat_5']"
Do you know how many barrackss exist?,"['boat', 'boat_6']"
Do you know how many barrackss exist?,"['crane', 'crane_1']"
Do you know how many barrackss exist?,"['crane', 'crane_2']"
Do you know how many barrackss exist?,"['crane', 'crane_3']"
Do you know how many barrackss exist?,"['gate', 'gate_1']"
Do you know how many barrackss exist?,"['gate', 'gate_2']"
Do you know how many barrackss exist?,"['high roof house', 'high roof house_1']"
Do you know how many barrackss exist?,"['small house', 'small house_1']"
Do you know how many barrackss exist?,"['small house', 'small house_2']"
Do you know how many barrackss exist?,"['small house', 'small house_3']"
Do you know how many barrackss exist?,"['small house', 'small house_4']"
Do you know how many barrackss exist?,"['small house', 'small house_5']"
Do you know how many barrackss exist?,"['storehouse', 'storehouse_1']"
Do you know how many barrackss exist?,"['storehouse', 'storehouse_2']"
Do you know how many barrackss exist?,"['storehouse', 'storehouse_3']"
Do you know how many barrackss exist?,"['straw roof house', 'straw roof house_1']"
Do you know how many barrackss exist?,"['straw roof house', 'straw roof house_2']"
Do you know how many barrackss exist?,"['straw roof house', 'straw roof house_3']"
What's the number of barrackss present?,"['big house', 'big house_1']"
What's the number of barrackss present?,"['big house', 'big house_2']"
What's the number of barrackss present?,"['big house', 'big house_3']"
What's the number of barrackss present?,"['big house', 'big house_4']"
What's the number of barrackss present?,"[""blacksmith's house"", ""blacksmith's house_1""]"
What's the number of barrackss present?,"['boat', 'boat_1']"
What's the number of barrackss present?,"['boat', 'boat_2']"
What's the number of barrackss present?,"['boat', 'boat_3']"
What's the number of barrackss present?,"['boat', 'boat_4']"
What's the number of barrackss present?,"['boat', 'boat_5']"
What's the number of barrackss present?,"['boat', 'boat_6']"
What's the number of barrackss present?,"['crane', 'crane_1']"
What's the number of barrackss present?,"['crane', 'crane_2']"
What's the number of barrackss present?,"['crane', 'crane_3']"
What's the number of barrackss present?,"['gate', 'gate_1']"
What's the number of barrackss present?,"['gate', 'gate_2']"
What's the number of barrackss present?,"['high roof house', 'high roof house_1']"
What's the number of barrackss present?,"['small house', 'small house_1']"
What's the number of barrackss present?,"['small house', 'small house_2']"
What's the number of barrackss present?,"['small house', 'small house_3']"
What's the number of barrackss present?,"['small house', 'small house_4']"
What's the number of barrackss present?,"['small house', 'small house_5']"
What's the number of barrackss present?,"['storehouse', 'storehouse_1']"
What's the number of barrackss present?,"['storehouse', 'storehouse_2']"
What's the number of barrackss present?,"['storehouse', 'storehouse_3']"
What's the number of barrackss present?,"['straw roof house', 'straw roof house_1']"
What's the number of barrackss present?,"['straw roof house', 'straw roof house_2']"
What's the number of barrackss present?,"['straw roof house', 'straw roof house_3']"
How many big houses are there?,"['barracks', 'barracks_1']"
How many big houses are there?,"['barracks', 'barracks_2']"
How many big houses are there?,"[""blacksmith's house"", ""blacksmith's house_1""]"
How many big houses are there?,"['boat', 'boat_1']"
How many big houses are there?,"['boat', 'boat_2']"
How many big houses are there?,"['boat', 'boat_3']"
How many big houses are there?,"['boat', 'boat_4']"
How many big houses are there?,"['boat', 'boat_5']"
How many big houses are there?,"['boat', 'boat_6']"
How many big houses are there?,"['crane', 'crane_1']"
How many big houses are there?,"['crane', 'crane_2']"
How many big houses are there?,"['crane', 'crane_3']"
How many big houses are there?,"['gate', 'gate_1']"
How many big houses are there?,"['gate', 'gate_2']"
How many big houses are there?,"['high roof house', 'high roof house_1']"
How many big houses are there?,"['small house', 'small house_1']"
How many big houses are there?,"['small house', 'small house_2']"
How many big houses are there?,"['small house', 'small house_3']"
How many big houses are there?,"['small house', 'small house_4']"
How many big houses are there?,"['small house', 'small house_5']"
How many big houses are there?,"['storehouse', 'storehouse_1']"
How many big houses are there?,"['storehouse', 'storehouse_2']"
How many big houses are there?,"['storehouse', 'storehouse_3']"
How many big houses are there?,"['straw roof house', 'straw roof house_1']"
How many big houses are there?,"['straw roof house', 'straw roof house_2']"
How many big houses are there?,"['straw roof house', 'straw roof house_3']"
Could you count the number of big houses?,"['barracks', 'barracks_1']"
Could you count the number of big houses?,"['barracks', 'barracks_2']"
Could you count the number of big houses?,"[""blacksmith's house"", ""blacksmith's house_1""]"
Could you count the number of big houses?,"['boat', 'boat_1']"
Could you count the number of big houses?,"['boat', 'boat_2']"
Could you count the number of big houses?,"['boat', 'boat_3']"
Could you count the number of big houses?,"['boat', 'boat_4']"
Could you count the number of big houses?,"['boat', 'boat_5']"
Could you count the number of big houses?,"['boat', 'boat_6']"
Could you count the number of big houses?,"['crane', 'crane_1']"
Could you count the number of big houses?,"['crane', 'crane_2']"
Could you count the number of big houses?,"['crane', 'crane_3']"
Could you count the number of big houses?,"['gate', 'gate_1']"
Could you count the number of big houses?,"['gate', 'gate_2']"
Could you count the number of big houses?,"['high roof house', 'high roof house_1']"
Could you count the number of big houses?,"['small house', 'small house_1']"
Could you count the number of big houses?,"['small house', 'small house_2']"
Could you count the number of big houses?,"['small house', 'small house_3']"
Could you count the number of big houses?,"['small house', 'small house_4']"
Could you count the number of big houses?,"['small house', 'small house_5']"
Could you count the number of big houses?,"['storehouse', 'storehouse_1']"
Could you count the number of big houses?,"['storehouse', 'storehouse_2']"
Could you count the number of big houses?,"['storehouse', 'storehouse_3']"
Could you count the number of big houses?,"['straw roof house', 'straw roof house_1']"
Could you count the number of big houses?,"['straw roof house', 'straw roof house_2']"
Could you count the number of big houses?,"['straw roof house', 'straw roof house_3']"
What's the total quantity of big houses?,"['barracks', 'barracks_1']"
What's the total quantity of big houses?,"['barracks', 'barracks_2']"
What's the total quantity of big houses?,"[""blacksmith's house"", ""blacksmith's house_1""]"
What's the total quantity of big houses?,"['boat', 'boat_1']"
What's the total quantity of big houses?,"['boat', 'boat_2']"
What's the total quantity of big houses?,"['boat', 'boat_3']"
What's the total quantity of big houses?,"['boat', 'boat_4']"
What's the total quantity of big houses?,"['boat', 'boat_5']"
What's the total quantity of big houses?,"['boat', 'boat_6']"
What's the total quantity of big houses?,"['crane', 'crane_1']"
What's the total quantity of big houses?,"['crane', 'crane_2']"
What's the total quantity of big houses?,"['crane', 'crane_3']"
What's the total quantity of big houses?,"['gate', 'gate_1']"
What's the total quantity of big houses?,"['gate', 'gate_2']"
What's the total quantity of big houses?,"['high roof house', 'high roof house_1']"
What's the total quantity of big houses?,"['small house', 'small house_1']"
What's the total quantity of big houses?,"['small house', 'small house_2']"
What's the total quantity of big houses?,"['small house', 'small house_3']"
What's the total quantity of big houses?,"['small house', 'small house_4']"
What's the total quantity of big houses?,"['small house', 'small house_5']"
What's the total quantity of big houses?,"['storehouse', 'storehouse_1']"
What's the total quantity of big houses?,"['storehouse', 'storehouse_2']"
What's the total quantity of big houses?,"['storehouse', 'storehouse_3']"
What's the total quantity of big houses?,"['straw roof house', 'straw roof house_1']"
What's the total quantity of big houses?,"['straw roof house', 'straw roof house_2']"
What's the total quantity of big houses?,"['straw roof house', 'straw roof house_3']"
Can you provide the count of big houses?,"['barracks', 'barracks_1']"
Can you provide the count of big houses?,"['barracks', 'barracks_2']"
Can you provide the count of big houses?,"[""blacksmith's house"", ""blacksmith's house_1""]"
Can you provide the count of big houses?,"['boat', 'boat_1']"
Can you provide the count of big houses?,"['boat', 'boat_2']"
Can you provide the count of big houses?,"['boat', 'boat_3']"
Can you provide the count of big houses?,"['boat', 'boat_4']"
Can you provide the count of big houses?,"['boat', 'boat_5']"
Can you provide the count of big houses?,"['boat', 'boat_6']"
Can you provide the count of big houses?,"['crane', 'crane_1']"
Can you provide the count of big houses?,"['crane', 'crane_2']"
Can you provide the count of big houses?,"['crane', 'crane_3']"
Can you provide the count of big houses?,"['gate', 'gate_1']"
Can you provide the count of big houses?,"['gate', 'gate_2']"
Can you provide the count of big houses?,"['high roof house', 'high roof house_1']"
Can you provide the count of big houses?,"['small house', 'small house_1']"
Can you provide the count of big houses?,"['small house', 'small house_2']"
Can you provide the count of big houses?,"['small house', 'small house_3']"
Can you provide the count of big houses?,"['small house', 'small house_4']"
Can you provide the count of big houses?,"['small house', 'small house_5']"
Can you provide the count of big houses?,"['storehouse', 'storehouse_1']"
Can you provide the count of big houses?,"['storehouse', 'storehouse_2']"
Can you provide the count of big houses?,"['storehouse', 'storehouse_3']"
Can you provide the count of big houses?,"['straw roof house', 'straw roof house_1']"
Can you provide the count of big houses?,"['straw roof house', 'straw roof house_2']"
Can you provide the count of big houses?,"['straw roof house', 'straw roof house_3']"
Do you know how many big houses exist?,"['barracks', 'barracks_1']"
Do you know how many big houses exist?,"['barracks', 'barracks_2']"
Do you know how many big houses exist?,"[""blacksmith's house"", ""blacksmith's house_1""]"
Do you know how many big houses exist?,"['boat', 'boat_1']"
Do you know how many big houses exist?,"['boat', 'boat_2']"
Do you know how many big houses exist?,"['boat', 'boat_3']"
Do you know how many big houses exist?,"['boat', 'boat_4']"
Do you know how many big houses exist?,"['boat', 'boat_5']"
Do you know how many big houses exist?,"['boat', 'boat_6']"
Do you know how many big houses exist?,"['crane', 'crane_1']"
Do you know how many big houses exist?,"['crane', 'crane_2']"
Do you know how many big houses exist?,"['crane', 'crane_3']"
Do you know how many big houses exist?,"['gate', 'gate_1']"
Do you know how many big houses exist?,"['gate', 'gate_2']"
Do you know how many big houses exist?,"['high roof house', 'high roof house_1']"
Do you know how many big houses exist?,"['small house', 'small house_1']"
Do you know how many big houses exist?,"['small house', 'small house_2']"
Do you know how many big houses exist?,"['small house', 'small house_3']"
Do you know how many big houses exist?,"['small house', 'small house_4']"
Do you know how many big houses exist?,"['small house', 'small house_5']"
Do you know how many big houses exist?,"['storehouse', 'storehouse_1']"
Do you know how many big houses exist?,"['storehouse', 'storehouse_2']"
Do you know how many big houses exist?,"['storehouse', 'storehouse_3']"
Do you know how many big houses exist?,"['straw roof house', 'straw roof house_1']"
Do you know how many big houses exist?,"['straw roof house', 'straw roof house_2']"
Do you know how many big houses exist?,"['straw roof house', 'straw roof house_3']"
What's the number of big houses present?,"['barracks', 'barracks_1']"
What's the number of big houses present?,"['barracks', 'barracks_2']"
What's the number of big houses present?,"[""blacksmith's house"", ""blacksmith's house_1""]"
What's the number of big houses present?,"['boat', 'boat_1']"
What's the number of big houses present?,"['boat', 'boat_2']"
What's the number of big houses present?,"['boat', 'boat_3']"
What's the number of big houses present?,"['boat', 'boat_4']"
What's the number of big houses present?,"['boat', 'boat_5']"
What's the number of big houses present?,"['boat', 'boat_6']"
What's the number of big houses present?,"['crane', 'crane_1']"
What's the number of big houses present?,"['crane', 'crane_2']"
What's the number of big houses present?,"['crane', 'crane_3']"
What's the number of big houses present?,"['gate', 'gate_1']"
What's the number of big houses present?,"['gate', 'gate_2']"
What's the number of big houses present?,"['high roof house', 'high roof house_1']"
What's the number of big houses present?,"['small house', 'small house_1']"
What's the number of big houses present?,"['small house', 'small house_2']"
What's the number of big houses present?,"['small house', 'small house_3']"
What's the number of big houses present?,"['small house', 'small house_4']"
What's the number of big houses present?,"['small house', 'small house_5']"
What's the number of big houses present?,"['storehouse', 'storehouse_1']"
What's the number of big houses present?,"['storehouse', 'storehouse_2']"
What's the number of big houses present?,"['storehouse', 'storehouse_3']"
What's the number of big houses present?,"['straw roof house', 'straw roof house_1']"
What's the number of big houses present?,"['straw roof house', 'straw roof house_2']"
What's the number of big houses present?,"['straw roof house', 'straw roof house_3']"
How many big houses are there?,"['barracks', 'barracks_1']"
How many big houses are there?,"['barracks', 'barracks_2']"
