Questions,Retrieved Tag,Retrieved Name,Retrieved Index
What's the number of coffee machines present?,coffee machine,coffee machine_1,"['coffee machine', 'coffee machine_1']"
How many cork boards are there?,cork board,cork board_1,"['cork board', 'cork board_1']"
Could you count the number of cork boards?,cork board,cork board_1,"['cork board', 'cork board_1']"
What's the total quantity of cork boards?,cork board,cork board_1,"['cork board', 'cork board_1']"
Can you provide the count of cork boards?,cork board,cork board_1,"['cork board', 'cork board_1']"
Do you know how many cork boards exist?,cork board,cork board_1,"['cork board', 'cork board_1']"
What's the number of cork boards present?,cork board,cork board_1,"['cork board', 'cork board_1']"
How many couple kiss decorations are there?,couple kiss decoration,couple kiss decoration_1,"['couple kiss decoration', 'couple kiss decoration_1']"
Could you count the number of couple kiss decorations?,couple kiss decoration,couple kiss decoration_1,"['couple kiss decoration', 'couple kiss decoration_1']"
What's the total quantity of couple kiss decorations?,couple kiss decoration,couple kiss decoration_1,"['couple kiss decoration', 'couple kiss decoration_1']"
Can you provide the count of couple kiss decorations?,couple kiss decoration,couple kiss decoration_1,"['couple kiss decoration', 'couple kiss decoration_1']"
Do you know how many couple kiss decorations exist?,couple kiss decoration,couple kiss decoration_1,"['couple kiss decoration', 'couple kiss decoration_1']"
What's the number of couple kiss decorations present?,couple kiss decoration,couple kiss decoration_1,"['couple kiss decoration', 'couple kiss decoration_1']"
How many crane birds are there?,crane bird,crane bird_1,"['crane bird', 'crane bird_1']"
Could you count the number of crane birds?,crane bird,crane bird_1,"['crane bird', 'crane bird_1']"
What's the total quantity of crane birds?,crane bird,crane bird_1,"['crane bird', 'crane bird_1']"
Can you provide the count of crane birds?,crane bird,crane bird_1,"['crane bird', 'crane bird_1']"
Do you know how many crane birds exist?,crane bird,crane bird_1,"['crane bird', 'crane bird_1']"
What's the number of crane birds present?,crane bird,crane bird_1,"['crane bird', 'crane bird_1']"
How many delphins are there?,delphin,delphin_1,"['delphin', 'delphin_1']"
Could you count the number of delphins?,delphin,delphin_1,"['delphin', 'delphin_1']"
What's the total quantity of delphins?,delphin,delphin_1,"['delphin', 'delphin_1']"
Can you provide the count of delphins?,delphin,delphin_1,"['delphin', 'delphin_1']"
Do you know how many delphins exist?,delphin,delphin_1,"['delphin', 'delphin_1']"
What's the number of delphins present?,delphin,delphin_1,"['delphin', 'delphin_1']"
How many doors are there?,door,door_1,"['door', 'door_1']"
Could you count the number of doors?,door,door_1,"['door', 'door_1']"
What's the total quantity of doors?,door,door_1,"['door', 'door_1']"
Can you provide the count of doors?,door,door_1,"['door', 'door_1']"
Do you know how many doors exist?,door,door_1,"['door', 'door_1']"
What's the number of doors present?,door,door_1,"['door', 'door_1']"
How many doors are there?,door,door_2,"['door', 'door_2']"
Could you count the number of doors?,door,door_2,"['door', 'door_2']"
What's the total quantity of doors?,door,door_2,"['door', 'door_2']"
Can you provide the count of doors?,door,door_2,"['door', 'door_2']"
Do you know how many doors exist?,door,door_2,"['door', 'door_2']"
What's the number of doors present?,door,door_2,"['door', 'door_2']"
How many glass frames are there?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
Could you count the number of glass frames?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
What's the total quantity of glass frames?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
Can you provide the count of glass frames?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
Do you know how many glass frames exist?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
What's the number of glass frames present?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
How many globes are there?,globe,globe_1,"['globe', 'globe_1']"
Could you count the number of globes?,globe,globe_1,"['globe', 'globe_1']"
What's the total quantity of globes?,globe,globe_1,"['globe', 'globe_1']"
Can you provide the count of globes?,globe,globe_1,"['globe', 'globe_1']"
Do you know how many globes exist?,globe,globe_1,"['globe', 'globe_1']"
What's the number of globes present?,globe,globe_1,"['globe', 'globe_1']"
How many horses are there?,horse,horse_1,"['horse', 'horse_1']"
Could you count the number of horses?,horse,horse_1,"['horse', 'horse_1']"
What's the total quantity of horses?,horse,horse_1,"['horse', 'horse_1']"
Can you provide the count of horses?,horse,horse_1,"['horse', 'horse_1']"
Do you know how many horses exist?,horse,horse_1,"['horse', 'horse_1']"
What's the number of horses present?,horse,horse_1,"['horse', 'horse_1']"
How many lions are there?,lion,lion_1,"['lion', 'lion_1']"
Could you count the number of lions?,lion,lion_1,"['lion', 'lion_1']"
What's the total quantity of lions?,lion,lion_1,"['lion', 'lion_1']"
Can you provide the count of lions?,lion,lion_1,"['lion', 'lion_1']"
Do you know how many lions exist?,lion,lion_1,"['lion', 'lion_1']"
What's the number of lions present?,lion,lion_1,"['lion', 'lion_1']"
How many office trays are there?,office tray,office tray_1,"['office tray', 'office tray_1']"
Could you count the number of office trays?,office tray,office tray_1,"['office tray', 'office tray_1']"
What's the total quantity of office trays?,office tray,office tray_1,"['office tray', 'office tray_1']"
Can you provide the count of office trays?,office tray,office tray_1,"['office tray', 'office tray_1']"
Do you know how many office trays exist?,office tray,office tray_1,"['office tray', 'office tray_1']"
What's the number of office trays present?,office tray,office tray_1,"['office tray', 'office tray_1']"
How many office trays are there?,office tray,office tray_2,"['office tray', 'office tray_2']"
Could you count the number of office trays?,office tray,office tray_2,"['office tray', 'office tray_2']"
What's the total quantity of office trays?,office tray,office tray_2,"['office tray', 'office tray_2']"
Can you provide the count of office trays?,office tray,office tray_2,"['office tray', 'office tray_2']"
Do you know how many office trays exist?,office tray,office tray_2,"['office tray', 'office tray_2']"
What's the number of office trays present?,office tray,office tray_2,"['office tray', 'office tray_2']"
How many paper trays are there?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
Could you count the number of paper trays?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
What's the total quantity of paper trays?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
Can you provide the count of paper trays?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
Do you know how many paper trays exist?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
What's the number of paper trays present?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
How many paper trays are there?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
Could you count the number of paper trays?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
What's the total quantity of paper trays?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
Can you provide the count of paper trays?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
Do you know how many paper trays exist?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
What's the number of paper trays present?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
How many paper trays are there?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
Could you count the number of paper trays?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
What's the total quantity of paper trays?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
Can you provide the count of paper trays?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
Do you know how many paper trays exist?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
What's the number of paper trays present?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
How many paper trays are there?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
Could you count the number of paper trays?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
What's the total quantity of paper trays?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
Can you provide the count of paper trays?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
Do you know how many paper trays exist?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
What's the number of paper trays present?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
How many paper trays are there?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
Could you count the number of paper trays?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
What's the total quantity of paper trays?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
Can you provide the count of paper trays?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
Do you know how many paper trays exist?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
What's the number of paper trays present?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
How many pegasuss are there?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
Could you count the number of pegasuss?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
What's the total quantity of pegasuss?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
Can you provide the count of pegasuss?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
Do you know how many pegasuss exist?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
What's the number of pegasuss present?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
How many plants are there?,plant,plant_1,"['plant', 'plant_1']"
Could you count the number of plants?,plant,plant_1,"['plant', 'plant_1']"
What's the total quantity of plants?,plant,plant_1,"['plant', 'plant_1']"
Can you provide the count of plants?,plant,plant_1,"['plant', 'plant_1']"
Do you know how many plants exist?,plant,plant_1,"['plant', 'plant_1']"
What's the number of plants present?,plant,plant_1,"['plant', 'plant_1']"
How many plants are there?,plant,plant_2,"['plant', 'plant_2']"
Could you count the number of plants?,plant,plant_2,"['plant', 'plant_2']"
What's the total quantity of plants?,plant,plant_2,"['plant', 'plant_2']"
Can you provide the count of plants?,plant,plant_2,"['plant', 'plant_2']"
Do you know how many plants exist?,plant,plant_2,"['plant', 'plant_2']"
What's the number of plants present?,plant,plant_2,"['plant', 'plant_2']"
How many plants are there?,plant,plant_3,"['plant', 'plant_3']"
Could you count the number of plants?,plant,plant_3,"['plant', 'plant_3']"
What's the total quantity of plants?,plant,plant_3,"['plant', 'plant_3']"
Can you provide the count of plants?,plant,plant_3,"['plant', 'plant_3']"
Do you know how many plants exist?,plant,plant_3,"['plant', 'plant_3']"
What's the number of plants present?,plant,plant_3,"['plant', 'plant_3']"
How many plants are there?,plant,plant_4,"['plant', 'plant_4']"
Could you count the number of plants?,plant,plant_4,"['plant', 'plant_4']"
What's the total quantity of plants?,plant,plant_4,"['plant', 'plant_4']"
Can you provide the count of plants?,plant,plant_4,"['plant', 'plant_4']"
Do you know how many plants exist?,plant,plant_4,"['plant', 'plant_4']"
What's the number of plants present?,plant,plant_4,"['plant', 'plant_4']"
How many printers are there?,printer,printer_1,"['printer', 'printer_1']"
Could you count the number of printers?,printer,printer_1,"['printer', 'printer_1']"
What's the total quantity of printers?,printer,printer_1,"['printer', 'printer_1']"
Can you provide the count of printers?,printer,printer_1,"['printer', 'printer_1']"
Do you know how many printers exist?,printer,printer_1,"['printer', 'printer_1']"
What's the number of printers present?,printer,printer_1,"['printer', 'printer_1']"
How many printers are there?,printer,printer_2,"['printer', 'printer_2']"
Could you count the number of printers?,printer,printer_2,"['printer', 'printer_2']"
What's the total quantity of printers?,printer,printer_2,"['printer', 'printer_2']"
Can you provide the count of printers?,printer,printer_2,"['printer', 'printer_2']"
Do you know how many printers exist?,printer,printer_2,"['printer', 'printer_2']"
What's the number of printers present?,printer,printer_2,"['printer', 'printer_2']"
How many whiteboards are there?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
Could you count the number of whiteboards?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
What's the total quantity of whiteboards?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
Can you provide the count of whiteboards?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
Do you know how many whiteboards exist?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
What's the number of whiteboards present?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
