Questions,Retrieved Tag,Retrieved Name,Retrieved Index
Could you describe the color of door_2?,door,door_2,"['door', 'door_2']"
How far is door_2 from the player?,door,door_2,"['door', 'door_2']"
Which direction is door_2 located relative to the player?,door,door_2,"['door', 'door_2']"
Can you provide the location of glass frame_1?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
Can glass frame_1 be interacted with?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
What kind of material is glass frame_1 made of?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
Could you describe the color of glass frame_1?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
How far is glass frame_1 from the player?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
Which direction is glass frame_1 located relative to the player?,glass frame,glass frame_1,"['glass frame', 'glass frame_1']"
Can you provide the location of globe_1?,globe,globe_1,"['globe', 'globe_1']"
Can globe_1 be interacted with?,globe,globe_1,"['globe', 'globe_1']"
What kind of material is globe_1 made of?,globe,globe_1,"['globe', 'globe_1']"
Could you describe the color of globe_1?,globe,globe_1,"['globe', 'globe_1']"
How far is globe_1 from the player?,globe,globe_1,"['globe', 'globe_1']"
Which direction is globe_1 located relative to the player?,globe,globe_1,"['globe', 'globe_1']"
Can you provide the location of horse_1?,horse,horse_1,"['horse', 'horse_1']"
Can horse_1 be interacted with?,horse,horse_1,"['horse', 'horse_1']"
What kind of material is horse_1 made of?,horse,horse_1,"['horse', 'horse_1']"
Could you describe the color of horse_1?,horse,horse_1,"['horse', 'horse_1']"
How far is horse_1 from the player?,horse,horse_1,"['horse', 'horse_1']"
Which direction is horse_1 located relative to the player?,horse,horse_1,"['horse', 'horse_1']"
Can you provide the location of lion_1?,lion,lion_1,"['lion', 'lion_1']"
Can lion_1 be interacted with?,lion,lion_1,"['lion', 'lion_1']"
What kind of material is lion_1 made of?,lion,lion_1,"['lion', 'lion_1']"
Could you describe the color of lion_1?,lion,lion_1,"['lion', 'lion_1']"
How far is lion_1 from the player?,lion,lion_1,"['lion', 'lion_1']"
Which direction is lion_1 located relative to the player?,lion,lion_1,"['lion', 'lion_1']"
Can you provide the location of office tray_1?,office tray,office tray_1,"['office tray', 'office tray_1']"
Can office tray_1 be interacted with?,office tray,office tray_1,"['office tray', 'office tray_1']"
What kind of material is office tray_1 made of?,office tray,office tray_1,"['office tray', 'office tray_1']"
Could you describe the color of office tray_1?,office tray,office tray_1,"['office tray', 'office tray_1']"
How far is office tray_1 from the player?,office tray,office tray_1,"['office tray', 'office tray_1']"
Which direction is office tray_1 located relative to the player?,office tray,office tray_1,"['office tray', 'office tray_1']"
Can you provide the location of office tray_2?,office tray,office tray_2,"['office tray', 'office tray_2']"
Can office tray_2 be interacted with?,office tray,office tray_2,"['office tray', 'office tray_2']"
What kind of material is office tray_2 made of?,office tray,office tray_2,"['office tray', 'office tray_2']"
Could you describe the color of office tray_2?,office tray,office tray_2,"['office tray', 'office tray_2']"
How far is office tray_2 from the player?,office tray,office tray_2,"['office tray', 'office tray_2']"
Which direction is office tray_2 located relative to the player?,office tray,office tray_2,"['office tray', 'office tray_2']"
Can you provide the location of paper tray_1?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
Can paper tray_1 be interacted with?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
What kind of material is paper tray_1 made of?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
Could you describe the color of paper tray_1?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
How far is paper tray_1 from the player?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
Which direction is paper tray_1 located relative to the player?,paper tray,paper tray_1,"['paper tray', 'paper tray_1']"
Can you provide the location of paper tray_2?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
Can paper tray_2 be interacted with?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
What kind of material is paper tray_2 made of?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
Could you describe the color of paper tray_2?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
How far is paper tray_2 from the player?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
Which direction is paper tray_2 located relative to the player?,paper tray,paper tray_2,"['paper tray', 'paper tray_2']"
Can you provide the location of paper tray_3?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
Can paper tray_3 be interacted with?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
What kind of material is paper tray_3 made of?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
Could you describe the color of paper tray_3?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
How far is paper tray_3 from the player?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
Which direction is paper tray_3 located relative to the player?,paper tray,paper tray_3,"['paper tray', 'paper tray_3']"
Can you provide the location of paper tray_4?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
Can paper tray_4 be interacted with?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
What kind of material is paper tray_4 made of?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
Could you describe the color of paper tray_4?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
How far is paper tray_4 from the player?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
Which direction is paper tray_4 located relative to the player?,paper tray,paper tray_4,"['paper tray', 'paper tray_4']"
Can you provide the location of paper tray_5?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
Can paper tray_5 be interacted with?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
What kind of material is paper tray_5 made of?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
Could you describe the color of paper tray_5?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
How far is paper tray_5 from the player?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
Which direction is paper tray_5 located relative to the player?,paper tray,paper tray_5,"['paper tray', 'paper tray_5']"
Can you provide the location of pegasus_1?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
Can pegasus_1 be interacted with?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
What kind of material is pegasus_1 made of?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
Could you describe the color of pegasus_1?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
How far is pegasus_1 from the player?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
Which direction is pegasus_1 located relative to the player?,pegasus,pegasus_1,"['pegasus', 'pegasus_1']"
Can you provide the location of plant_1?,plant,plant_1,"['plant', 'plant_1']"
Can plant_1 be interacted with?,plant,plant_1,"['plant', 'plant_1']"
What kind of material is plant_1 made of?,plant,plant_1,"['plant', 'plant_1']"
Could you describe the color of plant_1?,plant,plant_1,"['plant', 'plant_1']"
How far is plant_1 from the player?,plant,plant_1,"['plant', 'plant_1']"
Which direction is plant_1 located relative to the player?,plant,plant_1,"['plant', 'plant_1']"
Can you provide the location of plant_2?,plant,plant_2,"['plant', 'plant_2']"
Can plant_2 be interacted with?,plant,plant_2,"['plant', 'plant_2']"
What kind of material is plant_2 made of?,plant,plant_2,"['plant', 'plant_2']"
Could you describe the color of plant_2?,plant,plant_2,"['plant', 'plant_2']"
How far is plant_2 from the player?,plant,plant_2,"['plant', 'plant_2']"
Which direction is plant_2 located relative to the player?,plant,plant_2,"['plant', 'plant_2']"
Can you provide the location of plant_3?,plant,plant_3,"['plant', 'plant_3']"
Can plant_3 be interacted with?,plant,plant_3,"['plant', 'plant_3']"
What kind of material is plant_3 made of?,plant,plant_3,"['plant', 'plant_3']"
Could you describe the color of plant_3?,plant,plant_3,"['plant', 'plant_3']"
How far is plant_3 from the player?,plant,plant_3,"['plant', 'plant_3']"
Which direction is plant_3 located relative to the player?,plant,plant_3,"['plant', 'plant_3']"
Can you provide the location of plant_4?,plant,plant_4,"['plant', 'plant_4']"
Can plant_4 be interacted with?,plant,plant_4,"['plant', 'plant_4']"
What kind of material is plant_4 made of?,plant,plant_4,"['plant', 'plant_4']"
Could you describe the color of plant_4?,plant,plant_4,"['plant', 'plant_4']"
How far is plant_4 from the player?,plant,plant_4,"['plant', 'plant_4']"
Which direction is plant_4 located relative to the player?,plant,plant_4,"['plant', 'plant_4']"
Can you provide the location of printer_1?,printer,printer_1,"['printer', 'printer_1']"
Can printer_1 be interacted with?,printer,printer_1,"['printer', 'printer_1']"
What kind of material is printer_1 made of?,printer,printer_1,"['printer', 'printer_1']"
Could you describe the color of printer_1?,printer,printer_1,"['printer', 'printer_1']"
How far is printer_1 from the player?,printer,printer_1,"['printer', 'printer_1']"
Which direction is printer_1 located relative to the player?,printer,printer_1,"['printer', 'printer_1']"
Can you provide the location of printer_2?,printer,printer_2,"['printer', 'printer_2']"
Can printer_2 be interacted with?,printer,printer_2,"['printer', 'printer_2']"
What kind of material is printer_2 made of?,printer,printer_2,"['printer', 'printer_2']"
Could you describe the color of printer_2?,printer,printer_2,"['printer', 'printer_2']"
How far is printer_2 from the player?,printer,printer_2,"['printer', 'printer_2']"
Which direction is printer_2 located relative to the player?,printer,printer_2,"['printer', 'printer_2']"
Can you provide the location of whiteboard_1?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
Can whiteboard_1 be interacted with?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
What kind of material is whiteboard_1 made of?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
Could you describe the color of whiteboard_1?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
How far is whiteboard_1 from the player?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
Which direction is whiteboard_1 located relative to the player?,whiteboard,whiteboard_1,"['whiteboard', 'whiteboard_1']"
