Questions,Retrieved Tag,Retrieved Name,Retrieved Index
How many sale posters are there?,sale poster,sale poster_1,"['sale poster', 'sale poster_1']"
Could you count the number of sale posters?,sale poster,sale poster_1,"['sale poster', 'sale poster_1']"
What's the total quantity of sale posters?,sale poster,sale poster_1,"['sale poster', 'sale poster_1']"
Can you provide the count of sale posters?,sale poster,sale poster_1,"['sale poster', 'sale poster_1']"
Do you know how many sale posters exist?,sale poster,sale poster_1,"['sale poster', 'sale poster_1']"
What's the number of sale posters present?,sale poster,sale poster_1,"['sale poster', 'sale poster_1']"
How many sidetables are there?,sidetable,sidetable_1,"['sidetable', 'sidetable_1']"
Could you count the number of sidetables?,sidetable,sidetable_1,"['sidetable', 'sidetable_1']"
What's the total quantity of sidetables?,sidetable,sidetable_1,"['sidetable', 'sidetable_1']"
Can you provide the count of sidetables?,sidetable,sidetable_1,"['sidetable', 'sidetable_1']"
Do you know how many sidetables exist?,sidetable,sidetable_1,"['sidetable', 'sidetable_1']"
What's the number of sidetables present?,sidetable,sidetable_1,"['sidetable', 'sidetable_1']"
How many sidetables are there?,sidetable,sidetable_2,"['sidetable', 'sidetable_2']"
Could you count the number of sidetables?,sidetable,sidetable_2,"['sidetable', 'sidetable_2']"
What's the total quantity of sidetables?,sidetable,sidetable_2,"['sidetable', 'sidetable_2']"
Can you provide the count of sidetables?,sidetable,sidetable_2,"['sidetable', 'sidetable_2']"
Do you know how many sidetables exist?,sidetable,sidetable_2,"['sidetable', 'sidetable_2']"
What's the number of sidetables present?,sidetable,sidetable_2,"['sidetable', 'sidetable_2']"
How many sidetables are there?,sidetable,sidetable_3,"['sidetable', 'sidetable_3']"
Could you count the number of sidetables?,sidetable,sidetable_3,"['sidetable', 'sidetable_3']"
What's the total quantity of sidetables?,sidetable,sidetable_3,"['sidetable', 'sidetable_3']"
Can you provide the count of sidetables?,sidetable,sidetable_3,"['sidetable', 'sidetable_3']"
Do you know how many sidetables exist?,sidetable,sidetable_3,"['sidetable', 'sidetable_3']"
What's the number of sidetables present?,sidetable,sidetable_3,"['sidetable', 'sidetable_3']"
How many sidetables are there?,sidetable,sidetable_4,"['sidetable', 'sidetable_4']"
Could you count the number of sidetables?,sidetable,sidetable_4,"['sidetable', 'sidetable_4']"
What's the total quantity of sidetables?,sidetable,sidetable_4,"['sidetable', 'sidetable_4']"
Can you provide the count of sidetables?,sidetable,sidetable_4,"['sidetable', 'sidetable_4']"
Do you know how many sidetables exist?,sidetable,sidetable_4,"['sidetable', 'sidetable_4']"
What's the number of sidetables present?,sidetable,sidetable_4,"['sidetable', 'sidetable_4']"
How many small shelfs are there?,small shelf,small shelf_1,"['small shelf', 'small shelf_1']"
Could you count the number of small shelfs?,small shelf,small shelf_1,"['small shelf', 'small shelf_1']"
What's the total quantity of small shelfs?,small shelf,small shelf_1,"['small shelf', 'small shelf_1']"
Can you provide the count of small shelfs?,small shelf,small shelf_1,"['small shelf', 'small shelf_1']"
Do you know how many small shelfs exist?,small shelf,small shelf_1,"['small shelf', 'small shelf_1']"
What's the number of small shelfs present?,small shelf,small shelf_1,"['small shelf', 'small shelf_1']"
How many small shelfs are there?,small shelf,small shelf_2,"['small shelf', 'small shelf_2']"
Could you count the number of small shelfs?,small shelf,small shelf_2,"['small shelf', 'small shelf_2']"
What's the total quantity of small shelfs?,small shelf,small shelf_2,"['small shelf', 'small shelf_2']"
Can you provide the count of small shelfs?,small shelf,small shelf_2,"['small shelf', 'small shelf_2']"
Do you know how many small shelfs exist?,small shelf,small shelf_2,"['small shelf', 'small shelf_2']"
What's the number of small shelfs present?,small shelf,small shelf_2,"['small shelf', 'small shelf_2']"
How many small shelfs are there?,small shelf,small shelf_3,"['small shelf', 'small shelf_3']"
Could you count the number of small shelfs?,small shelf,small shelf_3,"['small shelf', 'small shelf_3']"
What's the total quantity of small shelfs?,small shelf,small shelf_3,"['small shelf', 'small shelf_3']"
Can you provide the count of small shelfs?,small shelf,small shelf_3,"['small shelf', 'small shelf_3']"
Do you know how many small shelfs exist?,small shelf,small shelf_3,"['small shelf', 'small shelf_3']"
What's the number of small shelfs present?,small shelf,small shelf_3,"['small shelf', 'small shelf_3']"
How many small shelfs are there?,small shelf,small shelf_4,"['small shelf', 'small shelf_4']"
Could you count the number of small shelfs?,small shelf,small shelf_4,"['small shelf', 'small shelf_4']"
What's the total quantity of small shelfs?,small shelf,small shelf_4,"['small shelf', 'small shelf_4']"
Can you provide the count of small shelfs?,small shelf,small shelf_4,"['small shelf', 'small shelf_4']"
Do you know how many small shelfs exist?,small shelf,small shelf_4,"['small shelf', 'small shelf_4']"
What's the number of small shelfs present?,small shelf,small shelf_4,"['small shelf', 'small shelf_4']"
How many vending machines are there?,vending machine,vending machine_1,"['vending machine', 'vending machine_1']"
Could you count the number of vending machines?,vending machine,vending machine_1,"['vending machine', 'vending machine_1']"
What's the total quantity of vending machines?,vending machine,vending machine_1,"['vending machine', 'vending machine_1']"
Can you provide the count of vending machines?,vending machine,vending machine_1,"['vending machine', 'vending machine_1']"
Do you know how many vending machines exist?,vending machine,vending machine_1,"['vending machine', 'vending machine_1']"
What's the number of vending machines present?,vending machine,vending machine_1,"['vending machine', 'vending machine_1']"
How many vending machines are there?,vending machine,vending machine_2,"['vending machine', 'vending machine_2']"
Could you count the number of vending machines?,vending machine,vending machine_2,"['vending machine', 'vending machine_2']"
What's the total quantity of vending machines?,vending machine,vending machine_2,"['vending machine', 'vending machine_2']"
Can you provide the count of vending machines?,vending machine,vending machine_2,"['vending machine', 'vending machine_2']"
Do you know how many vending machines exist?,vending machine,vending machine_2,"['vending machine', 'vending machine_2']"
What's the number of vending machines present?,vending machine,vending machine_2,"['vending machine', 'vending machine_2']"
How many water bottles are there?,water bottle,water bottle_1,"['water bottle', 'water bottle_1']"
Could you count the number of water bottles?,water bottle,water bottle_1,"['water bottle', 'water bottle_1']"
What's the total quantity of water bottles?,water bottle,water bottle_1,"['water bottle', 'water bottle_1']"
Can you provide the count of water bottles?,water bottle,water bottle_1,"['water bottle', 'water bottle_1']"
Do you know how many water bottles exist?,water bottle,water bottle_1,"['water bottle', 'water bottle_1']"
What's the number of water bottles present?,water bottle,water bottle_1,"['water bottle', 'water bottle_1']"
How many water bottles are there?,water bottle,water bottle_2,"['water bottle', 'water bottle_2']"
Could you count the number of water bottles?,water bottle,water bottle_2,"['water bottle', 'water bottle_2']"
What's the total quantity of water bottles?,water bottle,water bottle_2,"['water bottle', 'water bottle_2']"
Can you provide the count of water bottles?,water bottle,water bottle_2,"['water bottle', 'water bottle_2']"
Do you know how many water bottles exist?,water bottle,water bottle_2,"['water bottle', 'water bottle_2']"
What's the number of water bottles present?,water bottle,water bottle_2,"['water bottle', 'water bottle_2']"
How many water bottles are there?,water bottle,water bottle_3,"['water bottle', 'water bottle_3']"
Could you count the number of water bottles?,water bottle,water bottle_3,"['water bottle', 'water bottle_3']"
What's the total quantity of water bottles?,water bottle,water bottle_3,"['water bottle', 'water bottle_3']"
Can you provide the count of water bottles?,water bottle,water bottle_3,"['water bottle', 'water bottle_3']"
Do you know how many water bottles exist?,water bottle,water bottle_3,"['water bottle', 'water bottle_3']"
What's the number of water bottles present?,water bottle,water bottle_3,"['water bottle', 'water bottle_3']"
How many water bottles are there?,water bottle,water bottle_4,"['water bottle', 'water bottle_4']"
Could you count the number of water bottles?,water bottle,water bottle_4,"['water bottle', 'water bottle_4']"
What's the total quantity of water bottles?,water bottle,water bottle_4,"['water bottle', 'water bottle_4']"
Can you provide the count of water bottles?,water bottle,water bottle_4,"['water bottle', 'water bottle_4']"
Do you know how many water bottles exist?,water bottle,water bottle_4,"['water bottle', 'water bottle_4']"
What's the number of water bottles present?,water bottle,water bottle_4,"['water bottle', 'water bottle_4']"
How many welcome signboards are there?,welcome signboard,welcome signboard_1,"['welcome signboard', 'welcome signboard_1']"
Could you count the number of welcome signboards?,welcome signboard,welcome signboard_1,"['welcome signboard', 'welcome signboard_1']"
What's the total quantity of welcome signboards?,welcome signboard,welcome signboard_1,"['welcome signboard', 'welcome signboard_1']"
Can you provide the count of welcome signboards?,welcome signboard,welcome signboard_1,"['welcome signboard', 'welcome signboard_1']"
Do you know how many welcome signboards exist?,welcome signboard,welcome signboard_1,"['welcome signboard', 'welcome signboard_1']"
What's the number of welcome signboards present?,welcome signboard,welcome signboard_1,"['welcome signboard', 'welcome signboard_1']"
How many white chocolates are there?,white chocolate,white chocolate_1,"['white chocolate', 'white chocolate_1']"
Could you count the number of white chocolates?,white chocolate,white chocolate_1,"['white chocolate', 'white chocolate_1']"
What's the total quantity of white chocolates?,white chocolate,white chocolate_1,"['white chocolate', 'white chocolate_1']"
Can you provide the count of white chocolates?,white chocolate,white chocolate_1,"['white chocolate', 'white chocolate_1']"
Do you know how many white chocolates exist?,white chocolate,white chocolate_1,"['white chocolate', 'white chocolate_1']"
What's the number of white chocolates present?,white chocolate,white chocolate_1,"['white chocolate', 'white chocolate_1']"
How many white chocolates are there?,white chocolate,white chocolate_2,"['white chocolate', 'white chocolate_2']"
Could you count the number of white chocolates?,white chocolate,white chocolate_2,"['white chocolate', 'white chocolate_2']"
What's the total quantity of white chocolates?,white chocolate,white chocolate_2,"['white chocolate', 'white chocolate_2']"
Can you provide the count of white chocolates?,white chocolate,white chocolate_2,"['white chocolate', 'white chocolate_2']"
Do you know how many white chocolates exist?,white chocolate,white chocolate_2,"['white chocolate', 'white chocolate_2']"
What's the number of white chocolates present?,white chocolate,white chocolate_2,"['white chocolate', 'white chocolate_2']"
How many yellow chocolates are there?,yellow chocolate,yellow chocolate_1,"['yellow chocolate', 'yellow chocolate_1']"
Could you count the number of yellow chocolates?,yellow chocolate,yellow chocolate_1,"['yellow chocolate', 'yellow chocolate_1']"
What's the total quantity of yellow chocolates?,yellow chocolate,yellow chocolate_1,"['yellow chocolate', 'yellow chocolate_1']"
Can you provide the count of yellow chocolates?,yellow chocolate,yellow chocolate_1,"['yellow chocolate', 'yellow chocolate_1']"
Do you know how many yellow chocolates exist?,yellow chocolate,yellow chocolate_1,"['yellow chocolate', 'yellow chocolate_1']"
What's the number of yellow chocolates present?,yellow chocolate,yellow chocolate_1,"['yellow chocolate', 'yellow chocolate_1']"
How many yellow chocolates are there?,yellow chocolate,yellow chocolate_2,"['yellow chocolate', 'yellow chocolate_2']"
Could you count the number of yellow chocolates?,yellow chocolate,yellow chocolate_2,"['yellow chocolate', 'yellow chocolate_2']"
What's the total quantity of yellow chocolates?,yellow chocolate,yellow chocolate_2,"['yellow chocolate', 'yellow chocolate_2']"
Can you provide the count of yellow chocolates?,yellow chocolate,yellow chocolate_2,"['yellow chocolate', 'yellow chocolate_2']"
Do you know how many yellow chocolates exist?,yellow chocolate,yellow chocolate_2,"['yellow chocolate', 'yellow chocolate_2']"
What's the number of yellow chocolates present?,yellow chocolate,yellow chocolate_2,"['yellow chocolate', 'yellow chocolate_2']"
