Questions,Retrieved Tag,Retrieved Name,Retrieved Index
Can you provide the count of men's rooms?,men's room,men's room_1,"[""men's room"", ""men's room_1""]"
Do you know how many men's rooms exist?,men's room,men's room_1,"[""men's room"", ""men's room_1""]"
What's the number of men's rooms present?,men's room,men's room_1,"[""men's room"", ""men's room_1""]"
How many mirrors are there?,mirror,mirror_1,"['mirror', 'mirror_1']"
Could you count the number of mirrors?,mirror,mirror_1,"['mirror', 'mirror_1']"
What's the total quantity of mirrors?,mirror,mirror_1,"['mirror', 'mirror_1']"
Can you provide the count of mirrors?,mirror,mirror_1,"['mirror', 'mirror_1']"
Do you know how many mirrors exist?,mirror,mirror_1,"['mirror', 'mirror_1']"
What's the number of mirrors present?,mirror,mirror_1,"['mirror', 'mirror_1']"
How many mirrors are there?,mirror,mirror_2,"['mirror', 'mirror_2']"
Could you count the number of mirrors?,mirror,mirror_2,"['mirror', 'mirror_2']"
What's the total quantity of mirrors?,mirror,mirror_2,"['mirror', 'mirror_2']"
Can you provide the count of mirrors?,mirror,mirror_2,"['mirror', 'mirror_2']"
Do you know how many mirrors exist?,mirror,mirror_2,"['mirror', 'mirror_2']"
What's the number of mirrors present?,mirror,mirror_2,"['mirror', 'mirror_2']"
How many paper towel dispensers are there?,paper towel dispenser,paper towel dispenser_1,"['paper towel dispenser', 'paper towel dispenser_1']"
Could you count the number of paper towel dispensers?,paper towel dispenser,paper towel dispenser_1,"['paper towel dispenser', 'paper towel dispenser_1']"
What's the total quantity of paper towel dispensers?,paper towel dispenser,paper towel dispenser_1,"['paper towel dispenser', 'paper towel dispenser_1']"
Can you provide the count of paper towel dispensers?,paper towel dispenser,paper towel dispenser_1,"['paper towel dispenser', 'paper towel dispenser_1']"
Do you know how many paper towel dispensers exist?,paper towel dispenser,paper towel dispenser_1,"['paper towel dispenser', 'paper towel dispenser_1']"
What's the number of paper towel dispensers present?,paper towel dispenser,paper towel dispenser_1,"['paper towel dispenser', 'paper towel dispenser_1']"
How many paper towel dispensers are there?,paper towel dispenser,paper towel dispenser_2,"['paper towel dispenser', 'paper towel dispenser_2']"
Could you count the number of paper towel dispensers?,paper towel dispenser,paper towel dispenser_2,"['paper towel dispenser', 'paper towel dispenser_2']"
What's the total quantity of paper towel dispensers?,paper towel dispenser,paper towel dispenser_2,"['paper towel dispenser', 'paper towel dispenser_2']"
Can you provide the count of paper towel dispensers?,paper towel dispenser,paper towel dispenser_2,"['paper towel dispenser', 'paper towel dispenser_2']"
Do you know how many paper towel dispensers exist?,paper towel dispenser,paper towel dispenser_2,"['paper towel dispenser', 'paper towel dispenser_2']"
What's the number of paper towel dispensers present?,paper towel dispenser,paper towel dispenser_2,"['paper towel dispenser', 'paper towel dispenser_2']"
How many payment devices are there?,payment device,payment device_1,"['payment device', 'payment device_1']"
Could you count the number of payment devices?,payment device,payment device_1,"['payment device', 'payment device_1']"
What's the total quantity of payment devices?,payment device,payment device_1,"['payment device', 'payment device_1']"
Can you provide the count of payment devices?,payment device,payment device_1,"['payment device', 'payment device_1']"
Do you know how many payment devices exist?,payment device,payment device_1,"['payment device', 'payment device_1']"
What's the number of payment devices present?,payment device,payment device_1,"['payment device', 'payment device_1']"
How many payment devices are there?,payment device,payment device_2,"['payment device', 'payment device_2']"
Could you count the number of payment devices?,payment device,payment device_2,"['payment device', 'payment device_2']"
What's the total quantity of payment devices?,payment device,payment device_2,"['payment device', 'payment device_2']"
Can you provide the count of payment devices?,payment device,payment device_2,"['payment device', 'payment device_2']"
Do you know how many payment devices exist?,payment device,payment device_2,"['payment device', 'payment device_2']"
What's the number of payment devices present?,payment device,payment device_2,"['payment device', 'payment device_2']"
How many receipt printers are there?,receipt printer,receipt printer_1,"['receipt printer', 'receipt printer_1']"
Could you count the number of receipt printers?,receipt printer,receipt printer_1,"['receipt printer', 'receipt printer_1']"
What's the total quantity of receipt printers?,receipt printer,receipt printer_1,"['receipt printer', 'receipt printer_1']"
Can you provide the count of receipt printers?,receipt printer,receipt printer_1,"['receipt printer', 'receipt printer_1']"
Do you know how many receipt printers exist?,receipt printer,receipt printer_1,"['receipt printer', 'receipt printer_1']"
What's the number of receipt printers present?,receipt printer,receipt printer_1,"['receipt printer', 'receipt printer_1']"
How many receipt printers are there?,receipt printer,receipt printer_2,"['receipt printer', 'receipt printer_2']"
Could you count the number of receipt printers?,receipt printer,receipt printer_2,"['receipt printer', 'receipt printer_2']"
What's the total quantity of receipt printers?,receipt printer,receipt printer_2,"['receipt printer', 'receipt printer_2']"
Can you provide the count of receipt printers?,receipt printer,receipt printer_2,"['receipt printer', 'receipt printer_2']"
Do you know how many receipt printers exist?,receipt printer,receipt printer_2,"['receipt printer', 'receipt printer_2']"
What's the number of receipt printers present?,receipt printer,receipt printer_2,"['receipt printer', 'receipt printer_2']"
How many registers are there?,register,register_1,"['register', 'register_1']"
Could you count the number of registers?,register,register_1,"['register', 'register_1']"
What's the total quantity of registers?,register,register_1,"['register', 'register_1']"
Can you provide the count of registers?,register,register_1,"['register', 'register_1']"
Do you know how many registers exist?,register,register_1,"['register', 'register_1']"
What's the number of registers present?,register,register_1,"['register', 'register_1']"
How many registers are there?,register,register_2,"['register', 'register_2']"
Could you count the number of registers?,register,register_2,"['register', 'register_2']"
What's the total quantity of registers?,register,register_2,"['register', 'register_2']"
Can you provide the count of registers?,register,register_2,"['register', 'register_2']"
Do you know how many registers exist?,register,register_2,"['register', 'register_2']"
What's the number of registers present?,register,register_2,"['register', 'register_2']"
How many self-checkout kiosks are there?,self-checkout kiosk,self-checkout kiosk_1,"['self-checkout kiosk', 'self-checkout kiosk_1']"
Could you count the number of self-checkout kiosks?,self-checkout kiosk,self-checkout kiosk_1,"['self-checkout kiosk', 'self-checkout kiosk_1']"
What's the total quantity of self-checkout kiosks?,self-checkout kiosk,self-checkout kiosk_1,"['self-checkout kiosk', 'self-checkout kiosk_1']"
Can you provide the count of self-checkout kiosks?,self-checkout kiosk,self-checkout kiosk_1,"['self-checkout kiosk', 'self-checkout kiosk_1']"
Do you know how many self-checkout kiosks exist?,self-checkout kiosk,self-checkout kiosk_1,"['self-checkout kiosk', 'self-checkout kiosk_1']"
What's the number of self-checkout kiosks present?,self-checkout kiosk,self-checkout kiosk_1,"['self-checkout kiosk', 'self-checkout kiosk_1']"
How many service plates are there?,service plate,service plate_1,"['service plate', 'service plate_1']"
Could you count the number of service plates?,service plate,service plate_1,"['service plate', 'service plate_1']"
What's the total quantity of service plates?,service plate,service plate_1,"['service plate', 'service plate_1']"
Can you provide the count of service plates?,service plate,service plate_1,"['service plate', 'service plate_1']"
Do you know how many service plates exist?,service plate,service plate_1,"['service plate', 'service plate_1']"
What's the number of service plates present?,service plate,service plate_1,"['service plate', 'service plate_1']"
How many service plates are there?,service plate,service plate_2,"['service plate', 'service plate_2']"
Could you count the number of service plates?,service plate,service plate_2,"['service plate', 'service plate_2']"
What's the total quantity of service plates?,service plate,service plate_2,"['service plate', 'service plate_2']"
Can you provide the count of service plates?,service plate,service plate_2,"['service plate', 'service plate_2']"
Do you know how many service plates exist?,service plate,service plate_2,"['service plate', 'service plate_2']"
What's the number of service plates present?,service plate,service plate_2,"['service plate', 'service plate_2']"
How many sinks are there?,sink,sink_1,"['sink', 'sink_1']"
Could you count the number of sinks?,sink,sink_1,"['sink', 'sink_1']"
What's the total quantity of sinks?,sink,sink_1,"['sink', 'sink_1']"
Can you provide the count of sinks?,sink,sink_1,"['sink', 'sink_1']"
Do you know how many sinks exist?,sink,sink_1,"['sink', 'sink_1']"
What's the number of sinks present?,sink,sink_1,"['sink', 'sink_1']"
How many sinks are there?,sink,sink_2,"['sink', 'sink_2']"
Could you count the number of sinks?,sink,sink_2,"['sink', 'sink_2']"
What's the total quantity of sinks?,sink,sink_2,"['sink', 'sink_2']"
Can you provide the count of sinks?,sink,sink_2,"['sink', 'sink_2']"
Do you know how many sinks exist?,sink,sink_2,"['sink', 'sink_2']"
What's the number of sinks present?,sink,sink_2,"['sink', 'sink_2']"
How many soap dispensers are there?,soap dispenser,soap dispenser_1,"['soap dispenser', 'soap dispenser_1']"
Could you count the number of soap dispensers?,soap dispenser,soap dispenser_1,"['soap dispenser', 'soap dispenser_1']"
What's the total quantity of soap dispensers?,soap dispenser,soap dispenser_1,"['soap dispenser', 'soap dispenser_1']"
Can you provide the count of soap dispensers?,soap dispenser,soap dispenser_1,"['soap dispenser', 'soap dispenser_1']"
Do you know how many soap dispensers exist?,soap dispenser,soap dispenser_1,"['soap dispenser', 'soap dispenser_1']"
What's the number of soap dispensers present?,soap dispenser,soap dispenser_1,"['soap dispenser', 'soap dispenser_1']"
How many soap dispensers are there?,soap dispenser,soap dispenser_2,"['soap dispenser', 'soap dispenser_2']"
Could you count the number of soap dispensers?,soap dispenser,soap dispenser_2,"['soap dispenser', 'soap dispenser_2']"
What's the total quantity of soap dispensers?,soap dispenser,soap dispenser_2,"['soap dispenser', 'soap dispenser_2']"
Can you provide the count of soap dispensers?,soap dispenser,soap dispenser_2,"['soap dispenser', 'soap dispenser_2']"
Do you know how many soap dispensers exist?,soap dispenser,soap dispenser_2,"['soap dispenser', 'soap dispenser_2']"
What's the number of soap dispensers present?,soap dispenser,soap dispenser_2,"['soap dispenser', 'soap dispenser_2']"
How many toilets are there?,toilet,toilet_1,"['toilet', 'toilet_1']"
Could you count the number of toilets?,toilet,toilet_1,"['toilet', 'toilet_1']"
What's the total quantity of toilets?,toilet,toilet_1,"['toilet', 'toilet_1']"
Can you provide the count of toilets?,toilet,toilet_1,"['toilet', 'toilet_1']"
Do you know how many toilets exist?,toilet,toilet_1,"['toilet', 'toilet_1']"
What's the number of toilets present?,toilet,toilet_1,"['toilet', 'toilet_1']"
How many toilets are there?,toilet,toilet_2,"['toilet', 'toilet_2']"
Could you count the number of toilets?,toilet,toilet_2,"['toilet', 'toilet_2']"
What's the total quantity of toilets?,toilet,toilet_2,"['toilet', 'toilet_2']"
Can you provide the count of toilets?,toilet,toilet_2,"['toilet', 'toilet_2']"
Do you know how many toilets exist?,toilet,toilet_2,"['toilet', 'toilet_2']"
What's the number of toilets present?,toilet,toilet_2,"['toilet', 'toilet_2']"
How many trash bins are there?,trash bin,trash bin_1,"['trash bin', 'trash bin_1']"
Could you count the number of trash bins?,trash bin,trash bin_1,"['trash bin', 'trash bin_1']"
What's the total quantity of trash bins?,trash bin,trash bin_1,"['trash bin', 'trash bin_1']"
Can you provide the count of trash bins?,trash bin,trash bin_1,"['trash bin', 'trash bin_1']"
Do you know how many trash bins exist?,trash bin,trash bin_1,"['trash bin', 'trash bin_1']"
What's the number of trash bins present?,trash bin,trash bin_1,"['trash bin', 'trash bin_1']"
How many trays are there?,tray,tray_1,"['tray', 'tray_1']"
Could you count the number of trays?,tray,tray_1,"['tray', 'tray_1']"
What's the total quantity of trays?,tray,tray_1,"['tray', 'tray_1']"
Can you provide the count of trays?,tray,tray_1,"['tray', 'tray_1']"
Do you know how many trays exist?,tray,tray_1,"['tray', 'tray_1']"
What's the number of trays present?,tray,tray_1,"['tray', 'tray_1']"
How many trays are there?,tray,tray_2,"['tray', 'tray_2']"
Could you count the number of trays?,tray,tray_2,"['tray', 'tray_2']"
What's the total quantity of trays?,tray,tray_2,"['tray', 'tray_2']"
Can you provide the count of trays?,tray,tray_2,"['tray', 'tray_2']"
Do you know how many trays exist?,tray,tray_2,"['tray', 'tray_2']"
What's the number of trays present?,tray,tray_2,"['tray', 'tray_2']"
How many trays are there?,tray,tray_3,"['tray', 'tray_3']"
Could you count the number of trays?,tray,tray_3,"['tray', 'tray_3']"
What's the total quantity of trays?,tray,tray_3,"['tray', 'tray_3']"
Can you provide the count of trays?,tray,tray_3,"['tray', 'tray_3']"
Do you know how many trays exist?,tray,tray_3,"['tray', 'tray_3']"
What's the number of trays present?,tray,tray_3,"['tray', 'tray_3']"
How many trays are there?,tray,tray_4,"['tray', 'tray_4']"
Could you count the number of trays?,tray,tray_4,"['tray', 'tray_4']"
What's the total quantity of trays?,tray,tray_4,"['tray', 'tray_4']"
Can you provide the count of trays?,tray,tray_4,"['tray', 'tray_4']"
Do you know how many trays exist?,tray,tray_4,"['tray', 'tray_4']"
What's the number of trays present?,tray,tray_4,"['tray', 'tray_4']"
How many urinals are there?,urinal,urinal_1,"['urinal', 'urinal_1']"
Could you count the number of urinals?,urinal,urinal_1,"['urinal', 'urinal_1']"
What's the total quantity of urinals?,urinal,urinal_1,"['urinal', 'urinal_1']"
Can you provide the count of urinals?,urinal,urinal_1,"['urinal', 'urinal_1']"
Do you know how many urinals exist?,urinal,urinal_1,"['urinal', 'urinal_1']"
What's the number of urinals present?,urinal,urinal_1,"['urinal', 'urinal_1']"
How many water drinking machines are there?,water drinking machine,water drinking machine_1,"['water drinking machine', 'water drinking machine_1']"
Could you count the number of water drinking machines?,water drinking machine,water drinking machine_1,"['water drinking machine', 'water drinking machine_1']"
What's the total quantity of water drinking machines?,water drinking machine,water drinking machine_1,"['water drinking machine', 'water drinking machine_1']"
Can you provide the count of water drinking machines?,water drinking machine,water drinking machine_1,"['water drinking machine', 'water drinking machine_1']"
Do you know how many water drinking machines exist?,water drinking machine,water drinking machine_1,"['water drinking machine', 'water drinking machine_1']"
What's the number of water drinking machines present?,water drinking machine,water drinking machine_1,"['water drinking machine', 'water drinking machine_1']"
How many women's rooms are there?,women's room,women's room_1,"[""women's room"", ""women's room_1""]"
Could you count the number of women's rooms?,women's room,women's room_1,"[""women's room"", ""women's room_1""]"
What's the total quantity of women's rooms?,women's room,women's room_1,"[""women's room"", ""women's room_1""]"
Can you provide the count of women's rooms?,women's room,women's room_1,"[""women's room"", ""women's room_1""]"
Do you know how many women's rooms exist?,women's room,women's room_1,"[""women's room"", ""women's room_1""]"
What's the number of women's rooms present?,women's room,women's room_1,"[""women's room"", ""women's room_1""]"
